코드,설명
1701122000,"당류; 사탕무 설탕, 고체 형태, 향료 또는 착색료가 첨가되지 않은 것; 편광도수가 98.5도를 초과하는 것"
1701130000,"설탕; 이 장의 소제목 주 2에 명시된 대로 고체 형태의 사탕수수 원당, 향료 또는 착색료가 첨가되지 않은 것; 이 류의 소호주 제2호에 규정된 사탕수수당"
1701141000,"설탕; 이 장의 소제목 주 2에 명시된 것 이외의 고체 형태의 사탕수수 원당, 첨가 향료 또는 착색료가 포함되지 않은 것; 편광도수가 98.5도 이하인 것"
1701142000,"설탕; 이 장의 소제목 주 2에 명시된 것 이외의 고체 형태의 사탕수수 원당, 첨가 향료 또는 착색료가 포함되지 않은 것; 편광도수가 98.5도를 초과하는 것"
1701910000,"당류; 화학적으로 순수한 고체 형태의 자당, 향료 또는 착색료가 첨가된 것; 향미제(香味劑)나 착색제가 첨가된 것"
1701990000,"설탕; 화학적으로 순수한 고체 형태의 자당, 향료 또는 착색료가 첨가되지 않은 것; 기타"
1702111000,"당류; 유당 및 유당 시럽, 중량 99% 이상의 유당을 함유하며 무수 유당으로 표시되고 건조 물질을 기준으로 계산된 유당 및 유당 시럽; 유당(乳糖)"
1702119000,"당류; 유당 및 유당 시럽, 중량 99% 이상의 유당을 함유하며 무수 유당으로 표시되고 건조 물질을 기준으로 계산된 유당 및 유당 시럽; 유당(乳糖)시럽"
1702191000,"당류; 유당 및 유당 시럽, 중량 기준으로 99% 미만의 유당을 함유하며 무수 유당으로 표시하고 건조 물질을 기준으로 계산합니다.; 유당(乳糖)"
1702199000,"당류; 유당 및 유당 시럽, 중량 기준으로 99% 미만의 유당을 함유하며 무수 유당으로 표시하고 건조 물질을 기준으로 계산합니다.; 유당(乳糖)시럽"
1702201000,설탕; 화학적으로 순수한 고체 형태의 메이플 설탕; 향료 또는 착색료가 첨가되지 않은 메이플 시럽; 단풍당
1702202000,설탕; 화학적으로 순수한 고체 형태의 메이플 설탕; 향료 또는 착색료가 첨가되지 않은 메이플 시럽; 단풍당시럽
1702301000,"설탕; 과당을 포함하지 않거나 건조 상태에서 과당 중량이 20% 미만인 포도당 및 포도당 시럽, 첨가 향료 또는 착색료가 포함되지 않은 시럽; 포도당"
1702302000,"설탕; 과당을 포함하지 않거나 건조 상태에서 과당 중량이 20% 미만인 포도당 및 포도당 시럽, 첨가 향료 또는 착색료가 포함되지 않은 시럽; 포도당시럽"
1702401000,"당류; 건조 상태에서 과당이 중량 대비 20% 이상 50% 미만 함유된 포도당 및 포도당 시럽(반전당 제외), 첨가 향료 또는 착색료가 포함되지 않은 시럽류; 포도당"
1702402000,"당류; 건조 상태에서 과당이 중량 대비 20% 이상 50% 미만 함유된 포도당 및 포도당 시럽(반전당 제외), 첨가 향료 또는 착색료가 포함되지 않은 시럽류; 포도당시럽"
1702500000,"당류; 과당, 화학적으로 순수한 고체 형태의 과당; 화학적으로 순수한 과당"
1702601000,"당류; 화학적으로 순수한 과당을 제외한 과당 및 과당 시럽(건조 상태에서 과당 중량 50% 이상 함유), 반전당 제외; 과당"
1702602000,"당류; 화학적으로 순수한 과당을 제외한 과당 및 과당 시럽(건조 상태에서 과당 중량 50% 이상 함유), 반전당 제외; 과당시럽"
1702901000,"당류; n.e.c. 제목 번호. 1702, 건조 상태에서 과당 중량 50%를 함유하는 반전 설탕 및 기타 설탕 및 설탕 시럽 혼합물을 포함한다.; 인조꿀"
1702902000,"당류; n.e.c. 제목 번호. 1702, 건조 상태에서 과당 중량 50%를 함유하는 반전 설탕 및 기타 설탕 및 설탕 시럽 혼합물을 포함한다.; 캐러멜당"
1702903000,"당류; n.e.c. 제목 번호. 1702, 건조 상태에서 과당 중량 50%를 함유하는 반전 설탕 및 기타 설탕 및 설탕 시럽 혼합물을 포함한다.; 맥아당"
1702909000,"당류; n.e.c. 제목 번호. 1702, 건조 상태에서 과당 중량 50%를 함유하는 반전 설탕 및 기타 설탕 및 설탕 시럽 혼합물을 포함한다.; 기타"
1703101000,"설탕; 사탕수수에서 추출하거나 정제하여 만든 당밀, 설탕의 추출 또는 정제 결과물; 주정 제조용"
1703109000,"설탕; 사탕수수에서 추출하거나 정제하여 만든 당밀, 설탕의 추출 또는 정제 결과물; 기타"
1703901000,"설탕; 사탕무에서 추출하거나 정제하여 만든 당밀, 설탕의 추출 또는 정제 결과물; 주정 제조용"
1703909000,"설탕; 사탕무에서 추출하거나 정제하여 만든 당밀, 설탕의 추출 또는 정제 결과물; 기타"
1704100000,"설탕 과자, 츄잉껌, 설탕 코팅 여부와 상관없이 코코아를 포함하지 않은 껌; 추잉껌(당을 도포하였는지에 상관없다)"
1704901000,코코아를 함유하지 않은 설탕 과자(화이트 초콜릿을 포함한 츄잉껌 제외); 감초 추출물(과자로 만들어진 것은 제외한다)
1704902010,코코아를 함유하지 않은 설탕 과자(화이트 초콜릿을 포함한 츄잉껌 제외); 캔디류; 드롭스(drops)
1704902020,코코아를 함유하지 않은 설탕 과자(화이트 초콜릿을 포함한 츄잉껌 제외); 캔디류; 캐러멜
1704902090,코코아를 함유하지 않은 설탕 과자(화이트 초콜릿을 포함한 츄잉껌 제외); 캔디류; 기타
1704909000,코코아를 함유하지 않은 설탕 과자(화이트 초콜릿을 포함한 츄잉껌 제외); 기타
1801001000,"코코아 콩; 통 또는 깨진 것, 날것 또는 볶은 것; 생 것"
1801002000,"코코아 콩; 통 또는 깨진 것, 날것 또는 볶은 것; 볶은 것"
1802001000,"코코아; 껍질, 껍질, 껍질 및 기타 코코아 폐기물; 코코아의 껍데기와 껍질"
1802009000,"코코아; 껍질, 껍질, 껍질 및 기타 코코아 폐기물; 기타"
1803100000,"코코아; 페이스트, 탈지하지 않은 것; 탈지(脫脂)하지 않은 것"
1803200000,"코코아; 페이스트, 전체 또는 부분적으로 탈지한 것; 전부나 일부를 탈지(脫脂)한 것"
1804000000,"코코아; 버터, 지방 및 오일; 코코아 버터, 지방과 기름"
1805000000,코코아; 설탕 또는 기타 감미료가 첨가되지 않은 분말; 코코아 가루(설탕이나 그 밖의 감미료를 첨가한 것은 제외한다)
1806100000,"코코아; 설탕 또는 기타 감미료가 첨가된 분말, 가루; 코코아 가루(설탕이나 그 밖의 감미료를 첨가한 것으로 한정한다)"
1806201000,"초콜릿 및 코코아를 함유한 기타 식품 제제, 2kg을 초과하는 블록, 슬라브 또는 바 또는 액체, 페이스트, 분말, 과립 또는 기타 벌크 형태로 용기 또는 즉석 포장에 담긴 내용물이 2kg을 초과하는 경우; 초콜릿과 초콜릿 과자"
1806209010,"초콜릿 및 코코아를 함유한 기타 식품 제제, 2kg을 초과하는 블록, 슬라브 또는 바 또는 액체, 페이스트, 분말, 과립 또는 기타 벌크 형태로 용기 또는 즉석 포장에 담긴 내용물이 2kg을 초과하는 경우; 기타; 코코아 조제품(밀크분의 함유량이 전 중량의 100분의 50 이상의 것으로 한정한다)"
1806209090,"초콜릿 및 코코아를 함유한 기타 식품 제제, 2kg을 초과하는 블록, 슬라브 또는 바 또는 액체, 페이스트, 분말, 과립 또는 기타 벌크 형태로 용기 또는 즉석 포장에 담긴 내용물이 2kg을 초과하는 경우; 기타; 기타"
1806311000,"초콜릿 및 기타 코코아 함유 식품, 블록, 슬라브 또는 바 형태로 채워진, 무게가 2kg 이하인 제품; 초콜릿과 초콜릿 과자"
1806319000,"초콜릿 및 기타 코코아 함유 식품, 블록, 슬라브 또는 바 형태로 채워진, 무게가 2kg 이하인 제품; 기타"
1806321000,"초콜릿 및 코코아가 함유된 기타 식품 준비물, 블록, 슬라브 또는 바(충전되지 않은 상태), 무게 2kg 이하; 초콜릿과 초콜릿 과자"
1806329000,"초콜릿 및 코코아가 함유된 기타 식품 준비물, 블록, 슬라브 또는 바(충전되지 않은 상태), 무게 2kg 이하; 기타"
1806901000,초콜릿 및 코코아를 함유한 기타 식품 제제; 18장의 n.e.c.; 초콜릿과 초콜릿 과자
1806902111,"초콜릿 및 코코아를 함유한 기타 식품 제제; 18장의 n.e.c.; 맥아 추출물(extract)과 고운 가루ㆍ부순 알곡ㆍ거친 가루ㆍ전분이나 맥아 추출물(extract)의 조제 식료품[코코아 가루를 함유한 것으로서 완전히 탈지(脫脂)한 상태에서 측정한 코코아의 함유량이 전 중량의 100분의 50 미만이고 전 중량의 100분의 40 이상인 물품으로 따로 분류되지 않은 것으로 한정한다], 제0401호부터 제0404호까지에 해당하는 물품의 조제 식료품[코코아 가루를 함유한 것으로서 완전히 탈지(脫脂)한 상태에서 측정한 코코아의 함유량이 전 중량의 100분의 10 미만이고 전 중량의 100분의 5 이상인 물품으로 따로 분류되지 않은 것으로 한정한다]; 영유아ㆍ어린이용 조제식료품(소매용으로 한정한다); 제0401호부터 제0404호까지에 해당하는 물품의 조제 식료품; 조제 분유"
1806902119,"초콜릿 및 코코아를 함유한 기타 식품 제제; 18장의 n.e.c.; 맥아 추출물(extract)과 고운 가루ㆍ부순 알곡ㆍ거친 가루ㆍ전분이나 맥아 추출물(extract)의 조제 식료품[코코아 가루를 함유한 것으로서 완전히 탈지(脫脂)한 상태에서 측정한 코코아의 함유량이 전 중량의 100분의 50 미만이고 전 중량의 100분의 40 이상인 물품으로 따로 분류되지 않은 것으로 한정한다], 제0401호부터 제0404호까지에 해당하는 물품의 조제 식료품[코코아 가루를 함유한 것으로서 완전히 탈지(脫脂)한 상태에서 측정한 코코아의 함유량이 전 중량의 100분의 10 미만이고 전 중량의 100분의 5 이상인 물품으로 따로 분류되지 않은 것으로 한정한다]; 영유아ㆍ어린이용 조제식료품(소매용으로 한정한다); 제0401호부터 제0404호까지에 해당하는 물품의 조제 식료품; 기타"
1806902191,"초콜릿 및 코코아를 함유한 기타 식품 제제; 18장의 n.e.c.; 맥아 추출물(extract)과 고운 가루ㆍ부순 알곡ㆍ거친 가루ㆍ전분이나 맥아 추출물(extract)의 조제 식료품[코코아 가루를 함유한 것으로서 완전히 탈지(脫脂)한 상태에서 측정한 코코아의 함유량이 전 중량의 100분의 50 미만이고 전 중량의 100분의 40 이상인 물품으로 따로 분류되지 않은 것으로 한정한다], 제0401호부터 제0404호까지에 해당하는 물품의 조제 식료품[코코아 가루를 함유한 것으로서 완전히 탈지(脫脂)한 상태에서 측정한 코코아의 함유량이 전 중량의 100분의 10 미만이고 전 중량의 100분의 5 이상인 물품으로 따로 분류되지 않은 것으로 한정한다]; 영유아ㆍ어린이용 조제식료품(소매용으로 한정한다); 기타; 오트밀의 것"
1806902199,"초콜릿 및 코코아를 함유한 기타 식품 제제; 18장의 n.e.c.; 맥아 추출물(extract)과 고운 가루ㆍ부순 알곡ㆍ거친 가루ㆍ전분이나 맥아 추출물(extract)의 조제 식료품[코코아 가루를 함유한 것으로서 완전히 탈지(脫脂)한 상태에서 측정한 코코아의 함유량이 전 중량의 100분의 50 미만이고 전 중량의 100분의 40 이상인 물품으로 따로 분류되지 않은 것으로 한정한다], 제0401호부터 제0404호까지에 해당하는 물품의 조제 식료품[코코아 가루를 함유한 것으로서 완전히 탈지(脫脂)한 상태에서 측정한 코코아의 함유량이 전 중량의 100분의 10 미만이고 전 중량의 100분의 5 이상인 물품으로 따로 분류되지 않은 것으로 한정한다]; 영유아ㆍ어린이용 조제식료품(소매용으로 한정한다); 기타; 기타"
1806902210,"초콜릿 및 코코아를 함유한 기타 식품 제제; 18장의 n.e.c.; 맥아 추출물(extract)과 고운 가루ㆍ부순 알곡ㆍ거친 가루ㆍ전분이나 맥아 추출물(extract)의 조제 식료품[코코아 가루를 함유한 것으로서 완전히 탈지(脫脂)한 상태에서 측정한 코코아의 함유량이 전 중량의 100분의 50 미만이고 전 중량의 100분의 40 이상인 물품으로 따로 분류되지 않은 것으로 한정한다], 제0401호부터 제0404호까지에 해당하는 물품의 조제 식료품[코코아 가루를 함유한 것으로서 완전히 탈지(脫脂)한 상태에서 측정한 코코아의 함유량이 전 중량의 100분의 10 미만이고 전 중량의 100분의 5 이상인 물품으로 따로 분류되지 않은 것으로 한정한다]; 제1905호의 베이커리 제품 제조용 혼합물과 가루반죽; 보릿가루의 것"
1806902290,"초콜릿 및 코코아를 함유한 기타 식품 제제; 18장의 n.e.c.; 맥아 추출물(extract)과 고운 가루ㆍ부순 알곡ㆍ거친 가루ㆍ전분이나 맥아 추출물(extract)의 조제 식료품[코코아 가루를 함유한 것으로서 완전히 탈지(脫脂)한 상태에서 측정한 코코아의 함유량이 전 중량의 100분의 50 미만이고 전 중량의 100분의 40 이상인 물품으로 따로 분류되지 않은 것으로 한정한다], 제0401호부터 제0404호까지에 해당하는 물품의 조제 식료품[코코아 가루를 함유한 것으로서 완전히 탈지(脫脂)한 상태에서 측정한 코코아의 함유량이 전 중량의 100분의 10 미만이고 전 중량의 100분의 5 이상인 물품으로 따로 분류되지 않은 것으로 한정한다]; 제1905호의 베이커리 제품 제조용 혼합물과 가루반죽; 기타"
1806902910,"초콜릿 및 코코아를 함유한 기타 식품 제제; 18장의 n.e.c.; 맥아 추출물(extract)과 고운 가루ㆍ부순 알곡ㆍ거친 가루ㆍ전분이나 맥아 추출물(extract)의 조제 식료품[코코아 가루를 함유한 것으로서 완전히 탈지(脫脂)한 상태에서 측정한 코코아의 함유량이 전 중량의 100분의 50 미만이고 전 중량의 100분의 40 이상인 물품으로 따로 분류되지 않은 것으로 한정한다], 제0401호부터 제0404호까지에 해당하는 물품의 조제 식료품[코코아 가루를 함유한 것으로서 완전히 탈지(脫脂)한 상태에서 측정한 코코아의 함유량이 전 중량의 100분의 10 미만이고 전 중량의 100분의 5 이상인 물품으로 따로 분류되지 않은 것으로 한정한다]; 기타; 맥아 추출물(extract)의 것"
1806902920,"초콜릿 및 코코아를 함유한 기타 식품 제제; 18장의 n.e.c.; 맥아 추출물(extract)과 고운 가루ㆍ부순 알곡ㆍ거친 가루ㆍ전분이나 맥아 추출물(extract)의 조제 식료품[코코아 가루를 함유한 것으로서 완전히 탈지(脫脂)한 상태에서 측정한 코코아의 함유량이 전 중량의 100분의 50 미만이고 전 중량의 100분의 40 이상인 물품으로 따로 분류되지 않은 것으로 한정한다], 제0401호부터 제0404호까지에 해당하는 물품의 조제 식료품[코코아 가루를 함유한 것으로서 완전히 탈지(脫脂)한 상태에서 측정한 코코아의 함유량이 전 중량의 100분의 10 미만이고 전 중량의 100분의 5 이상인 물품으로 따로 분류되지 않은 것으로 한정한다]; 기타; 제0401호부터 제0404호까지에 해당하는 물품의 조제 식료품"
1806902991,"초콜릿 및 코코아를 함유한 기타 식품 제제; 18장의 n.e.c.; 맥아 추출물(extract)과 고운 가루ㆍ부순 알곡ㆍ거친 가루ㆍ전분이나 맥아 추출물(extract)의 조제 식료품[코코아 가루를 함유한 것으로서 완전히 탈지(脫脂)한 상태에서 측정한 코코아의 함유량이 전 중량의 100분의 50 미만이고 전 중량의 100분의 40 이상인 물품으로 따로 분류되지 않은 것으로 한정한다], 제0401호부터 제0404호까지에 해당하는 물품의 조제 식료품[코코아 가루를 함유한 것으로서 완전히 탈지(脫脂)한 상태에서 측정한 코코아의 함유량이 전 중량의 100분의 10 미만이고 전 중량의 100분의 5 이상인 물품으로 따로 분류되지 않은 것으로 한정한다]; 기타; 기타; 오트밀의 것"
1806902992,"초콜릿 및 코코아를 함유한 기타 식품 제제; 18장의 n.e.c.; 맥아 추출물(extract)과 고운 가루ㆍ부순 알곡ㆍ거친 가루ㆍ전분이나 맥아 추출물(extract)의 조제 식료품[코코아 가루를 함유한 것으로서 완전히 탈지(脫脂)한 상태에서 측정한 코코아의 함유량이 전 중량의 100분의 50 미만이고 전 중량의 100분의 40 이상인 물품으로 따로 분류되지 않은 것으로 한정한다], 제0401호부터 제0404호까지에 해당하는 물품의 조제 식료품[코코아 가루를 함유한 것으로서 완전히 탈지(脫脂)한 상태에서 측정한 코코아의 함유량이 전 중량의 100분의 10 미만이고 전 중량의 100분의 5 이상인 물품으로 따로 분류되지 않은 것으로 한정한다]; 기타; 기타; 보릿가루의 것"
1806902999,"초콜릿 및 코코아를 함유한 기타 식품 제제; 18장의 n.e.c.; 맥아 추출물(extract)과 고운 가루ㆍ부순 알곡ㆍ거친 가루ㆍ전분이나 맥아 추출물(extract)의 조제 식료품[코코아 가루를 함유한 것으로서 완전히 탈지(脫脂)한 상태에서 측정한 코코아의 함유량이 전 중량의 100분의 50 미만이고 전 중량의 100분의 40 이상인 물품으로 따로 분류되지 않은 것으로 한정한다], 제0401호부터 제0404호까지에 해당하는 물품의 조제 식료품[코코아 가루를 함유한 것으로서 완전히 탈지(脫脂)한 상태에서 측정한 코코아의 함유량이 전 중량의 100분의 10 미만이고 전 중량의 100분의 5 이상인 물품으로 따로 분류되지 않은 것으로 한정한다]; 기타; 기타; 기타"
1806903010,초콜릿 및 코코아를 함유한 기타 식품 제제; 18장의 n.e.c.; 곡물이나 곡물 가공품을 팽창시키거나 볶아서 얻은 조제 식료품[예: 콘 플레이크(corn flake)]과 사전조리나 그 밖의 방법으로 조제한 낟알 모양인 곡물의 것(옥수수는 제외한다); 곡물이나 곡물 가공품을 팽창시키거나 볶아서 얻은 조제 식료품
1806903091,초콜릿 및 코코아를 함유한 기타 식품 제제; 18장의 n.e.c.; 곡물이나 곡물 가공품을 팽창시키거나 볶아서 얻은 조제 식료품[예: 콘 플레이크(corn flake)]과 사전조리나 그 밖의 방법으로 조제한 낟알 모양인 곡물의 것(옥수수는 제외한다); 기타; 낱알 모양의 쌀
1806903099,초콜릿 및 코코아를 함유한 기타 식품 제제; 18장의 n.e.c.; 곡물이나 곡물 가공품을 팽창시키거나 볶아서 얻은 조제 식료품[예: 콘 플레이크(corn flake)]과 사전조리나 그 밖의 방법으로 조제한 낟알 모양인 곡물의 것(옥수수는 제외한다); 기타; 기타
1806909010,초콜릿 및 코코아를 함유한 기타 식품 제제; 18장의 n.e.c.; 기타; 코코아 조제품(밀크분의 함유량이 100분의 50 이상의 것)
1806909090,초콜릿 및 코코아를 함유한 기타 식품 제제; 18장의 n.e.c.; 기타; 기타
1901101010,"식품 준비물; 밀가루, 식사, 전분, 맥아 추출물 또는 유제품 중 유아 또는 어린이에게 적합하며 소매 판매용으로 제공되는 제품; 제0401호부터 제0404호까지에 해당하는 물품의 조제 식료품; 조제 분유"
1901101090,"식품 준비물; 밀가루, 식사, 전분, 맥아 추출물 또는 유제품 중 유아 또는 어린이에게 적합하며 소매 판매용으로 제공되는 제품; 제0401호부터 제0404호까지에 해당하는 물품의 조제 식료품; 기타"
1901109010,"식품 준비물; 밀가루, 식사, 전분, 맥아 추출물 또는 유제품 중 유아 또는 어린이에게 적합하며 소매 판매용으로 제공되는 제품; 기타; 오트밀의 것"
1901109090,"식품 준비물; 밀가루, 식사, 전분, 맥아 추출물 또는 유제품 중 유아 또는 어린이에게 적합하며 소매 판매용으로 제공되는 제품; 기타; 기타"
1901201000,"식품 준비; 빵, 페이스트리, 케이크, 비스킷 및 기타 제빵 제품을 준비하기 위한 혼합물 및 반죽; 쌀가루의 것"
1901202000,"식품 준비; 빵, 페이스트리, 케이크, 비스킷 및 기타 제빵 제품을 준비하기 위한 혼합물 및 반죽; 보릿가루의 것"
1901209000,"식품 준비; 빵, 페이스트리, 케이크, 비스킷 및 기타 제빵 제품을 준비하기 위한 혼합물 및 반죽; 기타"
1901901000,"식품 준비물; 밀가루, 식사, 전분, 맥아 추출물 또는 유제품의 경우, 제목 번호에 기재된 용도는 제외한다. 1901; 맥아 추출물(extract)"
1901902010,"식품 준비물; 밀가루, 식사, 전분, 맥아 추출물 또는 유제품의 경우, 제목 번호에 기재된 용도는 제외한다. 1901; 제0401호부터 제0404호까지에 해당하는 물품의 조제 식료품; 지방분이 전 중량의 100분의 30 이하인 것"
1901902020,"식품 준비물; 밀가루, 식사, 전분, 맥아 추출물 또는 유제품의 경우, 제목 번호에 기재된 용도는 제외한다. 1901; 제0401호부터 제0404호까지에 해당하는 물품의 조제 식료품; 지방분이 전 중량의 100분의 30을 초과하는 것"
1901909010,"식품 준비물; 밀가루, 식사, 전분, 맥아 추출물 또는 유제품의 경우, 제목 번호에 기재된 용도는 제외한다. 1901; 기타; 오트밀"
1901909091,"식품 준비물; 밀가루, 식사, 전분, 맥아 추출물 또는 유제품의 경우, 제목 번호에 기재된 용도는 제외한다. 1901; 기타; 기타; 쌀가루의 것"
1901909092,"식품 준비물; 밀가루, 식사, 전분, 맥아 추출물 또는 유제품의 경우, 제목 번호에 기재된 용도는 제외한다. 1901; 기타; 기타; 보릿가루의 것"
1901909099,"식품 준비물; 밀가루, 식사, 전분, 맥아 추출물 또는 유제품의 경우, 제목 번호에 기재된 용도는 제외한다. 1901; 기타; 기타; 기타"
1902111000,"음식 준비물; 계란이 들어 있는 파스타, 익히지 않은 것, 속을 채우거나 다른 방법으로 조리하지 않은 것; 스파게티"
1902112000,"음식 준비물; 계란이 들어 있는 파스타, 익히지 않은 것, 속을 채우거나 다른 방법으로 조리하지 않은 것; 마카로니"
1902119000,"음식 준비물; 계란이 들어 있는 파스타, 익히지 않은 것, 속을 채우거나 다른 방법으로 조리하지 않은 것; 기타"
1902191000,"음식 준비물; 파스타, 익히지 않은 것(계란이 들어 있지 않은 것 제외), 속을 채우거나 다른 방법으로 조리하지 않은 것; 국수"
1902192000,"음식 준비물; 파스타, 익히지 않은 것(계란이 들어 있지 않은 것 제외), 속을 채우거나 다른 방법으로 조리하지 않은 것; 당면"
1902193000,"음식 준비물; 파스타, 익히지 않은 것(계란이 들어 있지 않은 것 제외), 속을 채우거나 다른 방법으로 조리하지 않은 것; 냉면"
1902199000,"음식 준비물; 파스타, 익히지 않은 것(계란이 들어 있지 않은 것 제외), 속을 채우거나 다른 방법으로 조리하지 않은 것; 기타"
1902200000,"음식 준비물; 파스타, 속을 채운(고기 또는 기타 물질 포함), 조리 또는 기타 준비 여부에 관계없이; 속을 채운 파스타(조리한 것인지 또는 그 밖의 방법으로 조제한 것인지에 상관없다)"
1902301010,"음식 준비물; 파스타(박제 제외), 조리 또는 기타 조리된 음식; 인스탄트 면류; 라면"
1902301090,"음식 준비물; 파스타(박제 제외), 조리 또는 기타 조리된 음식; 인스탄트 면류; 기타"
1902309000,"음식 준비물; 파스타(박제 제외), 조리 또는 기타 조리된 음식; 기타"
1902400000,음식 준비; 쿠스쿠스; 쿠스쿠스(couscous)
1903001000,"식품 준비물; 타피오카 및 그 대체물, 플레이크, 곡물, 진주, 체 또는 이와 유사한 형태의 전분으로 제조된 것; 타피오카"
1903009000,"식품 준비물; 타피오카 및 그 대체물, 플레이크, 곡물, 진주, 체 또는 이와 유사한 형태의 전분으로 제조된 것; 기타"
1904101000,식품 준비; 곡물 또는 시리얼 제품을 부풀리거나 구워서 얻은 것; 콘 플레이크(corn flake)
1904102000,식품 준비; 곡물 또는 시리얼 제품을 부풀리거나 구워서 얻은 것; 콘 칩
1904103000,식품 준비; 곡물 또는 시리얼 제품을 부풀리거나 구워서 얻은 것; 튀긴 쌀
1904109000,식품 준비; 곡물 또는 시리얼 제품을 부풀리거나 구워서 얻은 것; 기타
1904201000,식품 준비물; 볶지 않은 시리얼 플레이크 또는 볶지 않은 시리얼 플레이크와 볶은 시리얼 플레이크 또는 부풀린 시리얼의 혼합물에서 얻습니다.; 무슬리(Musli) 형태의 조제 식료품
1904209000,식품 준비물; 볶지 않은 시리얼 플레이크 또는 볶지 않은 시리얼 플레이크와 볶은 시리얼 플레이크 또는 부풀린 시리얼의 혼합물에서 얻습니다.; 기타
1904300000,"곡물 또는 곡물 제품(예: 콘플레이크)을 부풀리거나 구워서 얻은 준비된 식품; 옥수수(옥수수)가 아닌 곡물, 곡물 형태 또는 불구르 밀의 플레이크 또는 기타 가공된 곡물 형태의 곡물; 불거 밀(bulgur wheat)"
1904901010,"식품 준비물; 시리얼 또는 시리얼 제품(옥수수 제외), 곡물 형태, 사전 조리 또는 기타 조리된 제품; 코코아를 함유하지 않은 낟알 모양의 쌀; 찌거나 삶은 쌀"
1904901090,"식품 준비물; 시리얼 또는 시리얼 제품(옥수수 제외), 곡물 형태, 사전 조리 또는 기타 조리된 제품; 코코아를 함유하지 않은 낟알 모양의 쌀; 기타"
1904909000,"식품 준비물; 시리얼 또는 시리얼 제품(옥수수 제외), 곡물 형태, 사전 조리 또는 기타 조리된 제품; 기타"
1905100000,"음식 준비물, 코코아 함유 여부에 관계없이 크리스프 브레드; 귀리빵"
1905200000,코코아 함유 여부에 관계없이 진저브레드 등 식품 준비물; 생강과자(gingerbread)와 그 밖에 이와 유사한 것
1905310000,"식품 준비물, 코코아 함유 여부에 관계없이 달콤한 비스킷; 스위트 비스킷"
1905320000,코코아 함유 여부에 관계없이 와플 및 웨이퍼와 같은 식품 준비물; 와플과 웨이퍼
1905400000,"식품 준비물; 코코아 함유 여부와 관계없이 러스크, 구운 빵 및 이와 유사한 구운 제품; 러스크(rusk)ㆍ토스트 빵과 그 밖에 이와 유사한 토스트 물품"
1905901010,"식품 준비물; 제빵사의 제품 n.e.c., 제목에 no. 1605, 코코아 함유 여부에 관계없이; 친교 웨이퍼, 제약 용도에 적합한 빈 캐쉬, 밀봉 웨이퍼, 쌀 종이 및 이와 유사한 제품; 베이커리 제품; 빵"
1905901020,"식품 준비물; 제빵사의 제품 n.e.c., 제목에 no. 1605, 코코아 함유 여부에 관계없이; 친교 웨이퍼, 제약 용도에 적합한 빈 캐쉬, 밀봉 웨이퍼, 쌀 종이 및 이와 유사한 제품; 베이커리 제품; 건빵"
1905901030,"식품 준비물; 제빵사의 제품 n.e.c., 제목에 no. 1605, 코코아 함유 여부에 관계없이; 친교 웨이퍼, 제약 용도에 적합한 빈 캐쉬, 밀봉 웨이퍼, 쌀 종이 및 이와 유사한 제품; 베이커리 제품; 페이스트리와 케이크"
1905901040,"식품 준비물; 제빵사의 제품 n.e.c., 제목에 no. 1605, 코코아 함유 여부에 관계없이; 친교 웨이퍼, 제약 용도에 적합한 빈 캐쉬, 밀봉 웨이퍼, 쌀 종이 및 이와 유사한 제품; 베이커리 제품; 비스킷, 쿠키와 크래커"
1905901050,"식품 준비물; 제빵사의 제품 n.e.c., 제목에 no. 1605, 코코아 함유 여부에 관계없이; 친교 웨이퍼, 제약 용도에 적합한 빈 캐쉬, 밀봉 웨이퍼, 쌀 종이 및 이와 유사한 제품; 베이커리 제품; 쌀과자"
1905901090,"식품 준비물; 제빵사의 제품 n.e.c., 제목에 no. 1605, 코코아 함유 여부에 관계없이; 친교 웨이퍼, 제약 용도에 적합한 빈 캐쉬, 밀봉 웨이퍼, 쌀 종이 및 이와 유사한 제품; 베이커리 제품; 기타"
1905909010,"식품 준비물; 제빵사의 제품 n.e.c., 제목에 no. 1605, 코코아 함유 여부에 관계없이; 친교 웨이퍼, 제약 용도에 적합한 빈 캐쉬, 밀봉 웨이퍼, 쌀 종이 및 이와 유사한 제품; 기타; 제약용에 적합한 빈 캡슐"
1905909020,"식품 준비물; 제빵사의 제품 n.e.c., 제목에 no. 1605, 코코아 함유 여부에 관계없이; 친교 웨이퍼, 제약 용도에 적합한 빈 캐쉬, 밀봉 웨이퍼, 쌀 종이 및 이와 유사한 제품; 기타; 라이스 페이퍼"
1905909090,"식품 준비물; 제빵사의 제품 n.e.c., 제목에 no. 1605, 코코아 함유 여부에 관계없이; 친교 웨이퍼, 제약 용도에 적합한 빈 캐쉬, 밀봉 웨이퍼, 쌀 종이 및 이와 유사한 제품; 기타; 기타"
2001100000,야채 준비; 식초 또는 아세트산으로 준비하거나 보존 한 오이 및 작은 오이; 오이류
2001901000,"식물성 제제; 식초 또는 초산으로 조리하거나 보존한 채소, 과일, 견과류 및 기타 식물의 식용 가능한 부분(오이 및 작은오이 제외); 과실과 견과류"
