코드,설명
300443,"의약품; 알칼로이드 또는 그 유도체, 노레페드린 또는 그 염을 함유하고, 치료 또는 예방 목적으로 소매 판매용으로 포장된 의약품; 놀에페드린 또는 그 염을 함유한 것"
300449,"의약품, 알칼로이드 또는 그 유도체 함유, 에페드린, 슈도에페드린(INN) 또는 노르에페드린 또는 그 염을 제외한 의약품, 치료 또는 예방 목적으로 소매 판매용으로 포장된 제품; 항암제, 코카인제제, 맥각알칼로이드제제와 니코틴제제;코카인제제, 맥각알칼로이드제제, 니코틴제제, 아트로핀과 호마트로핀제제, 기타"
300450,"의약품; 치료 또는 예방 목적으로 비타민 또는 그 유도체를 함유하고 소매 판매용으로 포장된 제품; 비타민 A제제, 비타민 B제제;비타민 B1제제, 기타, 비타민 C제제, 비타민 D제제, 기타"
300460,"의약품; 이 장의 소제목 주 2에 설명된 항말라리아 활성 원리를 포함하고, 치료 또는 예방 목적으로 소매 판매용으로 포장된 의약품; 기타(이 류의 소호주 제2호에 열거한 항말라리아 활성성분을 함유한 것에 한정한다)"
300490,"의약품; 혼합 또는 혼합되지 않은 제품으로 구성된 세번. 3004, 치료 또는 예방적 용도로 소매 판매용으로 포장된 경우; 항결핵제ㆍ구충제ㆍ항암제, 기타;아스피린제제, 항히스타민제제, 기타"
300510,"드레싱, 접착제; 의료, 수술, 치과 또는 수의학 목적으로 소매 판매용으로 포장된 접착층이 있는 기타 물품; 반창고, 기타"
300590,"솜, 거즈, 붕대 및 이와 유사한 물품(접착식 드레싱 제외), 의약품 물질이 함침 또는 코팅되어 소매 판매용으로 포장된 물품; 탈지면, 거즈, 붕대, 조제 드레싱과 습포제, 기타"
300610,"의약품; 멸균 수술용 카테터, 봉합 재료, 조직 접착제, 라미나리아, 라미나리아 텐트, 흡수성 수술용 또는 치과용 지혈제, 수술용 또는 치과용 접착 장벽; 살균한 외과용 캣거트(catgut)와 이와 유사한 살균한 봉합재(살균한 외과용이나 치과용 흡수성 실을 포함한다);살균한 외과용 캣거트(catgut), 살균한 봉합재(살균한 외과용이나 치과용 흡수성 실을 포함한다), 살균한 외과용 수술상처의 봉합용 접착제, 살균한 라미나리아와 살균한 라미나리아의 텐트, 살균한 외과용이나 치과용 흡수성 지혈제, 살균한 외과용이나 치과용 유착방지제(흡수성이 있는지에 상관없다);플라스틱으로 만든 것, 메리야스 편물이나 뜨개질 편물로 만든 것, 기타"
300630,"의약품; 엑스레이 검사를 위한 불투명 제제, 환자에게 투여하도록 고안된 진단 시약; 엑스선 검사용 조영제, 진단용 시약(환자 투여용)"
300640,"의약품; 치과용 시멘트 및 기타 치과용 충전재, 뼈 재건용 시멘트; 치과용 시멘트, 치과용 충전제, 뼈 형성용 시멘트"
300650,"의약품, 구급상자 및 키트; 구급상자와 구급대"
300660,"의약품; 호르몬을 기반으로 한 화학 피임약, 2937류의 기타 제품 또는 살정제에 대한 제제; 제2937호의 호르몬과 그 밖의 제품이나 살정자제(殺精子劑)를 기본 재료로 하는 피임성의 화학조제품"
300670,의약품; 외과 수술 또는 신체 검사를 위한 신체 부위의 윤활제 또는 신체와 의료 기기 사이의 결합제로서 인체 또는 수의학에서 사용하도록 고안된 젤 제제.; 외과수술이나 신체검사를 할 때 신체 각 부분의 윤활제로 사용되거나 신체와 의료기기 사이의 접착약품으로서 사람이나 수의약에 사용되는 겔(gel) 조제품
300691,"의약품, 장루용으로 식별 가능한 기구; 장루(腸瘻)용으로 인정되는 기구"
300692,"의약품, 폐의약품; 제3001호의 것;피부와 뼈(이식용으로 한정한다), 기타, 제3002호의 것; 혈액 분획물의 조제품, 의약품으로서 일정한 투여량으로 한 것 또는 소매용 모양이나 포장을 한 것, 헤모글로빈과 글로불린(globulin), 색시톡신(saxitoxin)과 리신(ricin);  색시톡신(saxitoxin)과 리신(ricin);  색시톡신(saxitoxin),  색시톡신(saxitoxin)과 리신(ricin);제3002호의 것;혈액 분획물의 조제품, 의약품으로서 일정한 투여량으로 한 것 또는 소매용 모양이나 포장을 한 것, 헤모글로빈과 글로불린(globulin), 색시톡신(saxitoxin)과 리신(ricin); 색시톡신(saxitoxin)과 리신(ricin); 색시톡신(saxitoxin),  색시톡신(saxitoxin)과 리신(ricin); 리신(ricin), 기타, 제3003호와 제3004호의 것, 제3005호와 제3006호의 것, 소호 제3824.84호부터 제3824.88호까지, 제3824.91호, 제3824.99호의 것"
300693,"의약품, 공인된 임상시험을 위한 위약 및 맹검(또는 이중 맹검) 임상시험 키트, 측정된 용량으로 투여된 의약품; 공인된 임상시험에 사용하는 플라세보(placebo)와 맹검(또는 이중 맹검) 임상시험 키트(일정한 투여량으로 한 것으로 한정한다)"
310100,"동물성 또는 식물성 비료, 혼합 또는 화학적 처리 여부와 관계없이 동물성 또는 식물성 제품을 혼합하거나 화학적 처리하여 생산된 비료; 동물성 비료, 식물성 비료, 동물성ㆍ식물성 물품을 혼합하거나 화학적으로 처리한 비료"
310210,"비료, 광물질 또는 화학물질; 질소, 요소, 수용액 여부에 관계없이; 비료나 비료제조용, 기타"
310221,"비료, 광물 또는 화학 물질; 질소, 황산 암모늄; 황산암모늄"
310229,"비료, 광물질 또는 화학물질; 황산암모늄 이외의 질소성 물질; 황산암모늄과 질산암모늄의 겹염, 황산암모늄과 질산암모늄의 혼합물"
310230,"비료, 광물 또는 화학 물질, 질소, 질산 암모늄, 수용액 여부에 관계없이; 질산암모늄(수용액의 것인지에 상관없다)"
310240,"비료, 광물 또는 화학 물질; 질산 암모늄과 탄산칼슘 또는 기타 무기 비료 물질, 이들의 혼합물; 질산암모늄의 혼합물(탄산칼슘이나 그 밖의 비료성분이 아닌 무기물을 첨가한 것으로 한정한다)"
310250,"비료, 광물질 또는 화학물질; 질소, 질산나트륨; 천연의 것, 기타"
310260,"비료, 광물 또는 화학 물질; 질소, 이중 염 및 질산칼슘과 질산암모늄의 혼합물; 질산칼슘ㆍ질산암모늄의 겹염과 혼합물"
310280,"비료, 광물질 또는 화학물질; 질소, 수용액 또는 암모니아성 용액에 포함된 요소와 질산암모늄의 혼합물; 요소ㆍ질산암모늄의 혼합물(수용액이나 암모니아용액을 혼합한 것으로 한정한다)"
310290,"비료, 광물 또는 화학 물질; 질소, 기타 상기 소제목에 명시되지 않은 혼합물을 포함한 기타 종류; 질산칼슘과 질산마그네슘의 겹염, 기타"
310311,"비료, 광물 또는 화학 물질; 인산염, 과인산염, 중량 35% 이상의 오산화인(P2O5)을 함유한 인산염, 과인산염; 오산화인(P2O5)의 함유량이 전 중량의 100분의 35 이상인 것"
310319,"비료, 광물 또는 화학 물질; 인산염, 과인산염(중량 기준 35% 이상의 오산화인(P2O5)을 함유하지 않은 것); 기타"
310390,"비료, 광물 또는 화학물질; 인산염, n.e.c.의 표제 번호. 3103; 기타"
310420,"비료, 광물 또는 화학 물질; 칼륨, 염화칼륨; 염화칼륨"
310430,"비료, 광물 또는 화학 물질; 칼륨, 황산 칼륨; 산화칼륨으로 계산한 칼륨분의 함유량이 전 중량의 100분의 52 이하인 것, 기타"
310490,"비료, 광물 또는 화학물질; 칼륨, 기타 (세번 번호. 3104; 황산마그네슘칼륨;산화칼륨으로 계산한 칼륨분의 함유량이 전 중량의 100분의 30 이하인 것, 기타, 기타"
310510,"비료, 광물 또는 화학 물질; 정제 또는 이와 유사한 형태 또는 총 중량이 10kg을 초과하지 않는 포장재; 이 류에 열거한 물품을 태블릿(tablet) 모양이나 이와 유사한 모양으로 한 것이거나 용기를 포함한 한 개의 총중량이 10킬로그램 이하로 포장한 것"
310520,"비료, 광물 또는 화학 물질; 질소, 인, 칼륨의 세 가지 비료 원소를 포함합니다.; 질소ㆍ인ㆍ칼륨을 함유한 광물성 비료나 화학비료"
310530,"비료, 광물 또는 화학 물질; 인산이수소암모늄(인산이암모늄); 오르토인산수소 이암모늄(인산이암모늄)"
310540,"비료, 광물 또는 화학 물질; 암모늄 디하이드로수소오르토인산염(모노암모늄인산염) 및 이들의 혼합물과 디암모늄 수소오르토인산염(디암모늄인산염) 혼합물; 오르토인산이수소암모늄(인산일암모늄), 이것과 오르토인산수소이암모늄(인산이암모늄)의 혼합물"
310551,"비료, 광물 또는 화학 물질; 질산염 및 인산염 함유; 질산염과 인산염을 함유한 비료"
310559,"비료, 광물 또는 화학 물질; 질산염과 인산염을 제외한 두 가지 비료 원소인 질소와 인을 포함합니다.; 기타"
310560,"비료, 광물 또는 화학 물질; 인과 칼륨의 두 가지 비료 원소가 포함되어 있습니다.; 인과 칼륨을 함유한 광물성 비료나 화학비료"
310590,"비료, 광물 또는 화학물질; n.e.c.에 포함되지 않음. 3105; 질소와 칼륨을 함유한 비료, 기타"
320110,식물성 태닝 추출물; 케브라초 추출물; 퀘브라쵸 추출물(quebracho extract)
320120,식물성 태닝 추출물; 와틀 추출물; 왓틀 추출물(wattle extract)
320190,"식물성 태닝 추출물; 타닌 및 그 염, 에테르, 에스테르 및 기타 유도체(퀘브라초 또는 와틀 추출물 제외); 기타"
320210,"태닝 물질; 합성 유기 태닝 물질; 방향족 신탄스, 수지성 유연제, 기타"
320290,"태닝 물질; 무기 태닝 물질; 천연 태닝 물질 함유 여부에 관계없이 태닝 제제; 사전 태닝을 위한 효소 제제; 무기유연제, 기타"
320300,"화학적으로 정의되었는지 여부에 관계없이 동물성 추출물이 아닌 검은색 염색 추출물을 포함한 식물성 또는 동물성 착색료, 식물성 또는 동물성 착색료를 기반으로 한 제제; 식물성 착색제, 동물성 착색제;코치닐(cochineal), 세피아(sepia), 기타, 식물성이나 동물성 착색제를 기본 재료로 한 조제품"
320411,"염료; 분산 염료 및 이를 기반으로 한 제제; 분산성 염료 중간체[프레스케익(press cake)으로 한정한다], 기타"
320412,"염료; 산, 전금속화 여부에 관계없이 산 및 이를 기반으로 한 제제, 매염제 염료 및 이를 기반으로 한 제제; 산성염료와 및 이들을 기본 재료로 한 조제품, 매염염료와 이들을 기본 재료로 한 조제품"
320413,염료; 기본 염료 및 이를 기반으로 한 제제; 염기성 염료와 이들을 기본 재료로 한 조제품
320414,염료; 직접 염료 및 이를 기반으로 한 제제; 직접 염료와 이들을 기본 재료로 한 조제품
320415,염료; 통 염료(그 상태에서 안료로 사용할 수 있는 염료 포함) 및 이를 기반으로 한 제제; 건염(建染) 염료(그 상태에서 안료로 사용할 수 있는 것을 포함한다)와 이들을 기본 재료로 한 조제품
320416,염료; 반응성 염료 및 이를 기반으로 한 제제; 반응성 염료와 이들을 기본 재료로 한 조제품
320417,염료; 안료 및 이를 기반으로 한 제제; 안료 색소와 이들을 기본 재료로 한 조제품
320418,염료; 카로티노이드 착색 물질 및 이를 기반으로 한 제제; 카로티노이드 착색제와 이들을 기본재료로 한 조제품
320419,"염료; n.e.c., 품목 번호에 있는 것 중 두 가지 이상의 착색 물질의 혼합물을 포함한다. 3204.11 내지 3204.19; 유기용제 용해염료와 이들을 기본 재료로 한 조제품, 황화염료ㆍ황화 건염염료와 이들을 기본 재료로 한 조제품, 기타"
320420,염료; 형광증백제로 사용되는 종류의 합성 유기 제품; 형광증백제로 사용되는 종류의 합성유기생산품
320490,"염료; 합성 유기 제품 세번 번호. 3204(예: 발광체로 사용되는 종류), 화학적으로 정의되었는지 여부에 관계없이; 합성 유기루미노퍼(luminophore);유기발광다이오드(오엘이디) 제조용, 기타, 기타"
320500,"컬러 호수; 이 장의 참고 3에 명시된 컬러 호수를 기반으로 한 준비 사항; 플라스틱 안료색소, 기타"
320611,착색 물질; 건조 물질을 기준으로 계산된 이산화티타늄을 중량 기준으로 80% 이상 함유하는 이산화티타늄을 기본으로 하는 안료 및 제제; 건조 상태로 계산하여 이산화티타늄의 중량이 100분의 80 이상 함유된 것
320619,착색 물질; 건조 중량을 기준으로 계산한 이산화티타늄의 중량 대비 80% 미만을 함유하는 이산화티타늄을 기본으로 하는 안료 및 제제; 기타
320620,착색 물질; 크롬 화합물을 기반으로 한 안료 및 제제; 크로뮴화합물을 기본 재료로 한 안료와 그 조제품
320641,"착색 물질; 군청색 및 이를 기반으로 한 제제; 군청, 기타"
320642,"착색 물질; 리토폰 및 기타 안료 및 황화 아연을 기본으로 한 제제; 리토폰(lithopone), 기타"
320649,"착색 물질; 기타 제제 n.e.c. 항목 번호. 3206.4; 아연회, 코발트 화합물을 기본 재료로 한 안료, 카드뮴화합물을 기본 재료로 한 안료와 그 조제품, 기타"
320650,착색 물질; 발광체로 사용되는 종류의 무기 제품; 루미노퍼(luminophore)로 사용되는 무기물
320710,"안료; 준비된 안료, 불투명제, 색소 및 이와 유사한 제제; 조제 안료ㆍ조제 유백제(乳白劑)ㆍ조제 그림물감과 이와 유사한 조제품"
320720,"에나멜 및 유약; 유리화성 에나멜 및 유약, 엔고브(슬립) 및 이와 유사한 제제; 법랑과 유약, 슬립, 기타"
320730,"광택; 액체 광택 및 이와 유사한 제제; 금으로 만든 것, 백금으로 만든 것, 팔라듐으로 만든 것, 은으로 만든 것, 기타"
320740,"유리; 유리 프릿 및 기타 유리, 분말, 과립 또는 플레이크 형태; 유리 프리트(frit)와 그 밖의 유리[가루ㆍ알갱이ㆍ플레이크(flake) 모양인 것으로 한정한다]"
320810,"페인트 및 바니시; 비수성 매질에 분산 또는 용해된 폴리에스테르 기반; 페인트(에나멜을 포함한다);에나멜, 기타, 바니시(varnish)[래커(lacquer)를 포함한다], 이 류의 주 제4호의 용액"
320820,"페인트 및 바니시; 아크릴 또는 비닐 폴리머를 기반으로 하며 비수성 매질에 분산 또는 용해된 제품.; 아크릴 중합체를 기본 재료로 한 것;    페인트(에나멜을 포함한다);  아크릴 중합체를 기본 재료로 한 것;   페인트(에나멜을 포함한다);   에나멜, 아크릴 중합체를 기본 재료로 한 것;   페인트(에나멜을 포함한다); 아크릴 중합체를 기본 재료로 한 것;   페인트(에나멜을 포함한다); 아크릴 중합체를 기본 재료로 한 것;  페인트(에나멜을 포함한다);  에나멜, 아크릴 중합체를 기본 재료로 한 것;  페인트(에나멜을 포함한다);  기타, 아크릴 중합체를 기본 재료로 한 것; 바니시(varnish)[래커(lacquer)를 포함한다], 아크릴 중합체를 기본 재료로 한 것;아크릴 중합체를 기본 재료로 한 것;   페인트(에나멜을 포함한다); 아크릴 중합체를 기본 재료로 한 것;  페인트(에나멜을 포함한다);  에나멜, 아크릴 중합체를 기본 재료로 한 것;  페인트(에나멜을 포함한다);아크릴 중합체를 기본 재료로 한 것;  페인트(에나멜을 포함한다);아크릴 중합체를 기본 재료로 한 것; 페인트(에나멜을 포함한다); 에나멜, 아크릴 중합체를 기본 재료로 한 것; 페인트(에나멜을 포함한다); 기타, 아크릴 중합체를 기본 재료로 한 것;바니시(varnish)[래커(lacquer)를 포함한다], 아크릴 중합체를 기본 재료로 한 것;이 류의 주 제4호의 용액, 비닐 중합체를 기본 재료로 한 것;    페인트(에나멜을 포함한다);  비닐 중합체를 기본 재료로 한 것;   페인트(에나멜을 포함한다);   에나멜, 비닐 중합체를 기본 재료로 한 것;   페인트(에나멜을 포함한다); 비닐 중합체를 기본 재료로 한 것;   페인트(에나멜을 포함한다); 비닐 중합체를 기본 재료로 한 것;  페인트(에나멜을 포함한다);  에나멜, 비닐 중합체를 기본 재료로 한 것;  페인트(에나멜을 포함한다);  기타, 비닐 중합체를 기본 재료로 한 것; 바니시(varnish)[래커(lacquer)를 포함한다], 비닐 중합체를 기본 재료로 한 것;비닐 중합체를 기본 재료로 한 것;   페인트(에나멜을 포함한다); 비닐 중합체를 기본 재료로 한 것;  페인트(에나멜을 포함한다);  에나멜, 비닐 중합체를 기본 재료로 한 것;  페인트(에나멜을 포함한다);비닐 중합체를 기본 재료로 한 것;  페인트(에나멜을 포함한다);비닐 중합체를 기본 재료로 한 것; 페인트(에나멜을 포함한다); 에나멜, 비닐 중합체를 기본 재료로 한 것; 페인트(에나멜을 포함한다); 기타, 비닐 중합체를 기본 재료로 한 것;바니시(varnish)[래커(lacquer)를 포함한다], 비닐 중합체를 기본 재료로 한 것;이 류의 주 제4호의 용액"
320890,"도료 및 바니시; 고분자 n.e.c.에 기재된 것을 기초로 하는 것, 세번. 3208, 비 수성 매질에 분산 또는 용해 된; 셀룰로오스유도체를 기본 재료로 한 것;    페인트(에나멜을 포함한다);  셀룰로오스유도체를 기본 재료로 한 것;   페인트(에나멜을 포함한다);   에나멜, 셀룰로오스유도체를 기본 재료로 한 것;   페인트(에나멜을 포함한다); 셀룰로오스유도체를 기본 재료로 한 것;   페인트(에나멜을 포함한다); 셀룰로오스유도체를 기본 재료로 한 것;  페인트(에나멜을 포함한다);  에나멜, 셀룰로오스유도체를 기본 재료로 한 것;  페인트(에나멜을 포함한다);  기타, 셀룰로오스유도체를 기본 재료로 한 것; 바니시(varnish)[래커(lacquer)를 포함한다], 셀룰로오스유도체를 기본 재료로 한 것;셀룰로오스유도체를 기본 재료로 한 것;   페인트(에나멜을 포함한다); 셀룰로오스유도체를 기본 재료로 한 것;  페인트(에나멜을 포함한다);  에나멜, 셀룰로오스유도체를 기본 재료로 한 것;  페인트(에나멜을 포함한다);셀룰로오스유도체를 기본 재료로 한 것;  페인트(에나멜을 포함한다);셀룰로오스유도체를 기본 재료로 한 것; 페인트(에나멜을 포함한다); 에나멜, 셀룰로오스유도체를 기본 재료로 한 것; 페인트(에나멜을 포함한다); 기타, 셀룰로오스유도체를 기본 재료로 한 것;바니시(varnish)[래커(lacquer)를 포함한다], 셀룰로오스유도체를 기본 재료로 한 것;이 류의 주 제4호의 용액, 기타;    페인트(에나멜을 포함한다);  기타;   페인트(에나멜을 포함한다);   에나멜, 기타;   페인트(에나멜을 포함한다); 기타;   페인트(에나멜을 포함한다); 기타;  페인트(에나멜을 포함한다);  에나멜, 기타;  페인트(에나멜을 포함한다);  기타, 기타; 바니시(varnish)[래커(lacquer)를 포함한다], 기타;기타;   페인트(에나멜을 포함한다); 기타;  페인트(에나멜을 포함한다);  에나멜, 기타;  페인트(에나멜을 포함한다);기타;  페인트(에나멜을 포함한다);기타; 페인트(에나멜을 포함한다); 에나멜, 기타; 페인트(에나멜을 포함한다); 기타, 기타;바니시(varnish)[래커(lacquer)를 포함한다], 기타;이 류의 주 제4호의 용액"
320910,"페인트 및 바니시; 아크릴 또는 비닐 폴리머를 기반으로 수성 매질에 분산 또는 용해된 제품.; 아크릴 중합체를 기본 재료로 한 것;    페인트(에나멜을 포함한다);  아크릴 중합체를 기본 재료로 한 것;   페인트(에나멜을 포함한다);   에나멜, 아크릴 중합체를 기본 재료로 한 것;   페인트(에나멜을 포함한다); 아크릴 중합체를 기본 재료로 한 것;   페인트(에나멜을 포함한다); 아크릴 중합체를 기본 재료로 한 것;  페인트(에나멜을 포함한다);  에나멜, 아크릴 중합체를 기본 재료로 한 것;  페인트(에나멜을 포함한다);  기타, 아크릴 중합체를 기본 재료로 한 것;아크릴 중합체를 기본 재료로 한 것;   페인트(에나멜을 포함한다); 아크릴 중합체를 기본 재료로 한 것;  페인트(에나멜을 포함한다);  에나멜, 아크릴 중합체를 기본 재료로 한 것;  페인트(에나멜을 포함한다);아크릴 중합체를 기본 재료로 한 것;  페인트(에나멜을 포함한다);아크릴 중합체를 기본 재료로 한 것; 페인트(에나멜을 포함한다); 에나멜, 아크릴 중합체를 기본 재료로 한 것; 페인트(에나멜을 포함한다); 기타, 아크릴 중합체를 기본 재료로 한 것;바니시(varnish)[래커(lacquer)를 포함한다], 비닐 중합체를 기본 재료로 한 것;페인트(에나멜을 포함한다), 바니시(varnish)[래커(lacquer)를 포함한다]"
320990,"페인트 및 바니시; (아크릴 또는 비닐 이외의 폴리머 기반), 수성 매질에 분산 또는 용해된 제품; 기타 합성중합체를 기본 재료로 한 것;    페인트(에나멜을 포함한다);  기타 합성중합체를 기본 재료로 한 것;   페인트(에나멜을 포함한다);   에나멜, 기타 합성중합체를 기본 재료로 한 것;   페인트(에나멜을 포함한다); 기타 합성중합체를 기본 재료로 한 것;   페인트(에나멜을 포함한다); 기타 합성중합체를 기본 재료로 한 것;  페인트(에나멜을 포함한다);  에나멜, 기타 합성중합체를 기본 재료로 한 것;  페인트(에나멜을 포함한다);  기타, 기타 합성중합체를 기본 재료로 한 것;기타 합성중합체를 기본 재료로 한 것;   페인트(에나멜을 포함한다); 기타 합성중합체를 기본 재료로 한 것;  페인트(에나멜을 포함한다);  에나멜, 기타 합성중합체를 기본 재료로 한 것;  페인트(에나멜을 포함한다);기타 합성중합체를 기본 재료로 한 것;  페인트(에나멜을 포함한다);기타 합성중합체를 기본 재료로 한 것; 페인트(에나멜을 포함한다); 에나멜, 기타 합성중합체를 기본 재료로 한 것; 페인트(에나멜을 포함한다); 기타, 기타 합성중합체를 기본 재료로 한 것;바니시(varnish)[래커(lacquer)를 포함한다], 기타;    페인트(에나멜을 포함한다);  기타;   페인트(에나멜을 포함한다);   에나멜, 기타;   페인트(에나멜을 포함한다); 기타;   페인트(에나멜을 포함한다); 기타;  페인트(에나멜을 포함한다);  에나멜, 기타;  페인트(에나멜을 포함한다);  기타, 기타;기타;   페인트(에나멜을 포함한다); 기타;  페인트(에나멜을 포함한다);  에나멜, 기타;  페인트(에나멜을 포함한다);기타;  페인트(에나멜을 포함한다);기타; 페인트(에나멜을 포함한다); 에나멜, 기타; 페인트(에나멜을 포함한다); 기타, 기타;바니시(varnish)[래커(lacquer)를 포함한다]"
321000,"페인트 및 니스; (에나멜, 래커 및 디스템퍼 포함), 가죽 마감에 사용되는 종류의 준비된 수성 안료; 페인트(에나멜을 포함한다);    드라잉 오일;  페인트(에나멜을 포함한다);   드라잉 오일;   에나멜, 페인트(에나멜을 포함한다);   드라잉 오일; 페인트(에나멜을 포함한다);   드라잉 오일; 페인트(에나멜을 포함한다);  드라잉 오일;  에나멜, 페인트(에나멜을 포함한다);  드라잉 오일;  기타, 페인트(에나멜을 포함한다);   기타; 페인트(에나멜을 포함한다);  기타;  에나멜, 페인트(에나멜을 포함한다);  기타;페인트(에나멜을 포함한다);   드라잉 오일; 페인트(에나멜을 포함한다);  드라잉 오일;  에나멜, 페인트(에나멜을 포함한다);  드라잉 오일;페인트(에나멜을 포함한다);  드라잉 오일;페인트(에나멜을 포함한다); 드라잉 오일; 에나멜, 페인트(에나멜을 포함한다); 드라잉 오일; 기타, 페인트(에나멜을 포함한다);  기타;페인트(에나멜을 포함한다); 기타; 에나멜, 페인트(에나멜을 포함한다); 기타; 기타, 바니시(varnish)[래커(lacquer)를 포함한다];오일 바니시(varnish), 락ㆍ천연 검이나 천연 수지를 기본 재료로 한 바니시(varnish)와 래커(lacquer), 역청질ㆍ피치이나 이와 유사한 물품을 기본 재료로 한 바니시(varnish), 용제를 함유하지 않은 액상 바니시(varnish), 디스템퍼(distemper)와 피혁의 완성가공용으로 사용하는 조제 수성안료;디스템퍼(distemper), 기타"
321100,건조기; 준비; 조제 드라이어
321210,"안료; 페인트, 스탬핑 호일 제조에 사용되는 종류의 안료; 스탬프용 박(箔)"
321290,"안료; 스탬핑 포일 이외의 페인트 제조에 사용되는 종류의 안료; 소매용의 모양이나 포장으로 한 염료와 그 밖의 착색제, 기타"
321310,"색상; 예술가, 학생 또는 간판 화가가 사용하는 종류의 색상 세트; 유성 물감, 수성 물감, 기타"
321390,"색상; 예술가, 학생 또는 간판 화가가 사용하는 종류의 색상(세트 제외); 유성 물감, 수성 물감, 기타"
321410,"매스틱; 페인트 충전재; 매스틱;고무를 기본 재료로 한 것, 수지매스틱과 수지시멘트, 기타, 도장용 충전제, 기타"
321490,매 스틱; 제목에 없음. 3214; 기타
321511,"잉크; 인쇄용, 검정색, 농축 또는 솔리드 여부에 관계없음; 흑색"
321519,"잉크; 검정색 이외의 인쇄용, 농축 또는 솔리드 여부에 관계없이 인쇄용; 기타"
321590,"잉크; 필기, 그림 및 기타 잉크, 기타는 세번. 3215, 농축 또는 고체 여부에 관계없이; 필기용 잉크, 제도용 잉크, 복사용 잉크, 볼펜용 잉크;유성, 수성, 유성ㆍ수성 겸용, 금속성 잉크, 마크용 잉크;유성, 수성, 유성ㆍ수성 겸용, 기타"
330112,"오일, 필수; 콘크리트 및 앱솔루트를 포함한 오렌지색 (테르펜 없음 또는 없음); 오렌지유"
330113,"오일, 필수; 레몬 (테르펜 없음 또는 없음), 콘크리트 및 앱솔루트 포함; 레몬유"
330119,"오일, 에센셜; 감귤류의 n.e.c.에 있는 세번. 3301 (테르펜이 없거나 없는), 콘크리트 및 앱솔루트 포함; 기타"
330124,"오일, 필수; 페퍼민트(멘타 피페리타), 테르펜 무함유 또는 무함유, 콘크리트 및 앱솔루트 포함; 박하유[멘타 피페리타(Mentha piperita)]"
330125,"오일, 필수; 민트(페퍼민트 제외), 테르펜 무함유 또는 무함유, 콘크리트 및 앱솔루트 포함; 그 밖의 민트류로 만든 것"
330129,"오일, 에센셜; n.e.c. 제목의 no. 3301(테르펜 없음 또는 없음), 콘크리트 및 앱솔루트 포함; 기타"
330130,레시노이드; 레지노이드(resinoid)
330190,"오일, 필수; 지방, 고정 오일, 왁스 등의 농축물, 테르펜 부산물, 수성 증류물 및 용액, 추출된 올레오레진, n.e.c.는 호 번호. 3301; 정유(essential oil)에서 테르펜을 제거할 때에 생기는 테르펜계 부산물, 정유(essential oil)의 농축물, 정유(essential oil)의 애큐어스 디스틸레이트(aqueous distillate)와 애큐어스 솔루션(aqueous solution), 추출한 올레오레진(oleoresin);아편에서 추출한 것, 감초에서 추출한 것, 홉(hop)에서 추출한 것, 제충국(除蟲菊)에서 추출한 것이나 로테논(rotenone)을 함유하는 식물 뿌리에서 추출한 것, 인삼에서 추출한 것;   인삼에서 추출한 것;  인삼에서 추출한 것; 인삼에서 추출한 것; 백삼에서 추출한 것,   인삼에서 추출한 것; 인삼에서 추출한 것; 홍삼에서 추출한 것,   인삼에서 추출한 것; 인삼에서 추출한 것; 그 밖의 인삼에서 추출한 것, 캐슈너트 쉘액(cashew nut shell liquid)에서 추출한 것, 생칠(生漆)에서 추출한 것, 기타"
330210,"악취 물질 및 혼합물, 식품 또는 음료 산업에서 사용되는 종류; 식품공업용, 음료공업용;    음료제조용 조제품;  음료공업용;   음료제조용 조제품;   알코올성 합성 조제품, 음료공업용;   음료제조용 조제품; 음료공업용;   음료제조용 조제품; 음료공업용;  음료제조용 조제품;  알코올성 합성 조제품, 음료공업용;  음료제조용 조제품;  기타, 음료공업용;음료공업용;   음료제조용 조제품; 음료공업용;  음료제조용 조제품;  알코올성 합성 조제품, 음료공업용;  음료제조용 조제품;음료공업용;  음료제조용 조제품;음료공업용; 음료제조용 조제품; 알코올성 합성 조제품, 음료공업용; 음료제조용 조제품; 기타, 음료공업용;기타"
330290,식품 또는 음료 산업 이외의 산업에서 원료로 사용되는 악취 물질 및 혼합물; 기타
330300,"향수 및 화장실 용수; 향수, 화장수"
330410,"화장품 및 화장실 준비, 립 메이크업; 립스틱, 기타"
330420,"화장품 및 화장실 준비, 눈 화장; 아이섀도, 기타"
330430,"화장품 및 화장실 준비물, 매니큐어 또는 페디큐어 준비물; 네일에나멜, 기타"
330491,"화장품 및 화장실용 제제, 압축 여부에 관계없이 분말 제품(립, 아이, 매니큐어 또는 페디큐어 제제 제외); 페이스파우다, 베이비파우다(탈쿰파우다를 포함한다), 기타"
330499,"화장품 및 화장실용 제제; n.e.c., 제목 no. 3304, 피부 관리용(자외선 차단제 또는 선탠 제제를 포함한 의약품 제외); 기초화장용 제품류, 메이크업용 제품류, 어린이용 제품류, 기타"
330510,헤어 준비물; 샴푸; 샴푸
330520,헤어 준비; 영구 웨이브 또는 스트레이트용; 퍼머넌트 웨이빙(permanent waving)용이나 스트레이트닝(straightening)용 제품류
330530,헤어 준비물; 래커; 헤어 래커(hair lacquer)
330590,"머리 준비; n.e.c.의 제목 번호. 3305; 헤어린스, 헤어크림, 기타"
330610,구강 또는 치아 위생 제제; 치약; 치약
