코드,설명
294130,"항생제, 테트라사이클린 및 그 유도체, 그 염류"
294140,항생제; 클로람페니콜 및 그 유도체; 그 염류
294150,항생제; 에리스로마이신 및 그 유도체; 그 염류
294190,항생제; 제목에 없음. 2941
294200,유기 화합물; 29장 참조
300120,땀샘 및 기타 기관; 기관 치료 용도의 땀샘 또는 기타 기관 또는 그 분비물의 추출물
300190,"땀샘 및 기타 기관; 헤파린 및 그 염; 기타 치료 또는 예방 목적으로 준비된 인간 또는 동물용 물질, 품목번호 3001에 해당하지 않는 기타 물질"
300212,"혈액, 인간 또는 동물, 항혈청, 기타 혈액 분획물 및 면역학적 제품; 항혈청 및 기타 혈액 분획물"
300213,"혈액, 인간 또는 동물, 항혈청, 기타 혈액 분획물 및 면역학적 제품; 면역학적 제품, 혼합되지 않고, 측정된 용량 또는 소매 판매용 형태 또는 포장에 담겨 있지 않은 제품"
300214,"혈액, 인간 또는 동물, 항혈청, 기타 혈액 분획 및 면역학적 제품; 면역학적 제품, 혼합, 측정된 용량 또는 소매 판매를 위한 형태 또는 포장"
300215,"혈액, 인간 또는 동물, 항혈청, 기타 혈액 분획물 및 면역학적 제품; 측정된 용량 또는 소매 판매를 위한 형태 또는 포장에 담긴 면역학적 제품"
300241,"백신, 독소, 미생물 배양물(효모 제외) 및 유사 제품; 인체 의약품용"
300242,"백신, 독소, 미생물 배양물(효모 제외) 및 유사 제품; 동물용 의약품의 경우"
300249,"독소, 미생물 배양물(효모 제외) 및 이와 유사한 제품; 품목 3002.3의 n.e.c."
300251,"세포 배양, 변형 여부와 관계없이 세포 치료 제품"
300259,"세포 배양, 변형 여부와 관계없이 세포 치료제를 포함하지 않는 기타 세포 배양물"
300290,"독소, 미생물 배양물(효모 제외) 및 유사 제품"
300310,"의약품; 페니실린, 스트렙토마이신 또는 그 유도체가 포함된 치료 또는 예방 용도의 의약품(측정된 용량이 아니며 소매 판매용으로 포장되지 않은 의약품)"
300320,"의약품; 페니실린, 스트렙토마이신 및 그 유도체 이외의 항생제를 치료 또는 예방 목적으로 함유하는 경우(측정된 용량이 아니며 소매 판매용으로 포장되지 않은 경우)."
300331,"의약품, 인슐린 함유, 치료 또는 예방 용도로 소매 판매용으로 포장되지 않은 경우"
300339,"의약품; 호르몬(인슐린 제외)을 함유하고(항생제 제외), 치료 또는 예방 목적으로 사용되며, 소매 판매용으로 포장되지 않은 제품."
300341,의약품; 치료 또는 예방 목적으로 에페드린 또는 그 염을 함유하는 알칼로이드 또는 그 유도체를 함유하는 의약품(소매 판매용으로 포장되지 않은 의약품)
300342,"의약품; 슈도에페드린(INN) 또는 그 염을 함유한 알칼로이드 또는 그 유도체, 치료 또는 예방 목적으로 사용되는 의약품(소매 판매용으로 포장되지 않은 제품)"
300343,"의약품; 치료 또는 예방 목적으로 알칼로이드 또는 그 유도체, 노레페드린 또는 그 염을 함유하는 의약품(소매 판매용으로 포장되지 않은 제품)"
300349,"의약품, 알칼로이드 또는 그 유도체 함유, 에페드린, 슈도에페드린(INN) 또는 노르에페드린 또는 그 염을 제외한 치료용 또는 예방용(소매 판매용으로 포장되지 않은 경우)"
300360,의약품; 이 장의 소제목 2에 설명된 항말라리아 활성 원리를 포함하는 치료 또는 예방용 의약품(소매 판매용으로 포장되지 않은 의약품)
300390,"의약품(항생제, 호르몬, 알칼로이드 또는 그 유도체가 포함되지 않은), 치료 또는 예방 목적의 의약품(소매 판매용으로 포장되지 않은 제품)"
300410,"의약품; 페니실린, 스트렙토마이신 또는 그 유도체가 포함된 치료 또는 예방 용도로 소매 판매용으로 포장된 의약품"
300420,"의약품; 항생제(페니실린, 스트렙토마이신 또는 그 유도체 제외)가 포함된, 치료 또는 예방 목적으로 소매 판매용으로 포장된 의약품"
300431,"의약품, 인슐린 함유, 치료용 또는 예방용, 소매 판매용으로 포장된 제품"
300432,"의약품; 치료 또는 예방 목적으로 코르티코스테로이드 호르몬, 그 유도체 또는 구조적 유사체(항생제는 포함하지 않음)를 함유하며 소매 판매용으로 포장된 의약품"
300439,"의약품; 치료 또는 예방 목적으로 호르몬(인슐린 제외), 부신피질 호르몬 또는 항생제를 함유하며 소매 판매용으로 포장된 의약품"
300441,의약품; 치료 또는 예방 목적으로 에페드린 또는 그 염을 함유하는 알칼로이드 또는 그 유도체가 포함된 소매 판매용으로 포장된 의약품
300442,"의약품; 슈도에페드린(INN) 또는 그 염을 함유한 알칼로이드 또는 그 유도체, 치료 또는 예방 용도로 소매 판매용으로 포장된 의약품"
300443,"의약품; 알칼로이드 또는 그 유도체, 노레페드린 또는 그 염을 함유하고, 치료 또는 예방 목적으로 소매 판매용으로 포장된 의약품"
300449,"의약품, 알칼로이드 또는 그 유도체 함유, 에페드린, 슈도에페드린(INN) 또는 노르에페드린 또는 그 염을 제외한 의약품, 치료 또는 예방 목적으로 소매 판매용으로 포장된 제품"
300450,의약품; 치료 또는 예방 목적으로 비타민 또는 그 유도체를 함유하고 소매 판매용으로 포장된 제품
300460,"의약품; 이 장의 소제목 주 2에 설명된 항말라리아 활성 원리를 포함하고, 치료 또는 예방 목적으로 소매 판매용으로 포장된 의약품"
300490,"의약품; 혼합 또는 혼합되지 않은 제품으로 구성된 세번. 3004, 치료 또는 예방적 용도로 소매 판매용으로 포장된 경우"
300510,"드레싱, 접착제; 의료, 수술, 치과 또는 수의학 목적으로 소매 판매용으로 포장된 접착층이 있는 기타 물품"
300590,"솜, 거즈, 붕대 및 이와 유사한 물품(접착식 드레싱 제외), 의약품 물질이 함침 또는 코팅되어 소매 판매용으로 포장된 물품"
300610,"의약품; 멸균 수술용 카테터, 봉합 재료, 조직 접착제, 라미나리아, 라미나리아 텐트, 흡수성 수술용 또는 치과용 지혈제, 수술용 또는 치과용 접착 장벽"
300630,"의약품; 엑스레이 검사를 위한 불투명 제제, 환자에게 투여하도록 고안된 진단 시약"
300640,"의약품; 치과용 시멘트 및 기타 치과용 충전재, 뼈 재건용 시멘트"
300650,"의약품, 구급상자 및 키트"
300660,"의약품; 호르몬을 기반으로 한 화학 피임약, 2937류의 기타 제품 또는 살정제에 대한 제제"
300670,의약품; 외과 수술 또는 신체 검사를 위한 신체 부위의 윤활제 또는 신체와 의료 기기 사이의 결합제로서 인체 또는 수의학에서 사용하도록 고안된 젤 제제.
300691,"의약품, 장루용으로 식별 가능한 기구"
300692,"의약품, 폐의약품"
300693,"의약품, 공인된 임상시험을 위한 위약 및 맹검(또는 이중 맹검) 임상시험 키트, 측정된 용량으로 투여된 의약품"
310100,"동물성 또는 식물성 비료, 혼합 또는 화학적 처리 여부와 관계없이 동물성 또는 식물성 제품을 혼합하거나 화학적 처리하여 생산된 비료"
310210,"비료, 광물질 또는 화학물질; 질소, 요소, 수용액 여부에 관계없이"
310221,"비료, 광물 또는 화학 물질; 질소, 황산 암모늄"
310229,"비료, 광물질 또는 화학물질; 황산암모늄 이외의 질소성 물질"
310230,"비료, 광물 또는 화학 물질, 질소, 질산 암모늄, 수용액 여부에 관계없이"
310240,"비료, 광물 또는 화학 물질; 질산 암모늄과 탄산칼슘 또는 기타 무기 비료 물질, 이들의 혼합물"
310250,"비료, 광물질 또는 화학물질; 질소, 질산나트륨"
310260,"비료, 광물 또는 화학 물질; 질소, 이중 염 및 질산칼슘과 질산암모늄의 혼합물"
310280,"비료, 광물질 또는 화학물질; 질소, 수용액 또는 암모니아성 용액에 포함된 요소와 질산암모늄의 혼합물"
310290,"비료, 광물 또는 화학 물질; 질소, 기타 상기 소제목에 명시되지 않은 혼합물을 포함한 기타 종류"
310311,"비료, 광물 또는 화학 물질; 인산염, 과인산염, 중량 35% 이상의 오산화인(P2O5)을 함유한 인산염, 과인산염"
310319,"비료, 광물 또는 화학 물질; 인산염, 과인산염(중량 기준 35% 이상의 오산화인(P2O5)을 함유하지 않은 것)"
310390,"비료, 광물 또는 화학물질; 인산염, n.e.c.의 표제 번호. 3103"
310420,"비료, 광물 또는 화학 물질; 칼륨, 염화칼륨"
310430,"비료, 광물 또는 화학 물질; 칼륨, 황산 칼륨"
310490,"비료, 광물 또는 화학물질; 칼륨, 기타 (세번 번호. 3104"
310510,"비료, 광물 또는 화학 물질; 정제 또는 이와 유사한 형태 또는 총 중량이 10kg을 초과하지 않는 포장재"
310520,"비료, 광물 또는 화학 물질; 질소, 인, 칼륨의 세 가지 비료 원소를 포함합니다."
310530,"비료, 광물 또는 화학 물질; 인산이수소암모늄(인산이암모늄)"
310540,"비료, 광물 또는 화학 물질; 암모늄 디하이드로수소오르토인산염(모노암모늄인산염) 및 이들의 혼합물과 디암모늄 수소오르토인산염(디암모늄인산염) 혼합물"
310551,"비료, 광물 또는 화학 물질; 질산염 및 인산염 함유"
310559,"비료, 광물 또는 화학 물질; 질산염과 인산염을 제외한 두 가지 비료 원소인 질소와 인을 포함합니다."
310560,"비료, 광물 또는 화학 물질; 인과 칼륨의 두 가지 비료 원소가 포함되어 있습니다."
310590,"비료, 광물 또는 화학물질; n.e.c.에 포함되지 않음. 3105"
320110,식물성 태닝 추출물; 케브라초 추출물
320120,식물성 태닝 추출물; 와틀 추출물
320190,"식물성 태닝 추출물; 타닌 및 그 염, 에테르, 에스테르 및 기타 유도체(퀘브라초 또는 와틀 추출물 제외)"
320210,태닝 물질; 합성 유기 태닝 물질
320290,태닝 물질; 무기 태닝 물질; 천연 태닝 물질 함유 여부에 관계없이 태닝 제제; 사전 태닝을 위한 효소 제제
320300,"화학적으로 정의되었는지 여부에 관계없이 동물성 추출물이 아닌 검은색 염색 추출물을 포함한 식물성 또는 동물성 착색료, 식물성 또는 동물성 착색료를 기반으로 한 제제"
320411,염료; 분산 염료 및 이를 기반으로 한 제제
320412,"염료; 산, 전금속화 여부에 관계없이 산 및 이를 기반으로 한 제제, 매염제 염료 및 이를 기반으로 한 제제"
320413,염료; 기본 염료 및 이를 기반으로 한 제제
320414,염료; 직접 염료 및 이를 기반으로 한 제제
320415,염료; 통 염료(그 상태에서 안료로 사용할 수 있는 염료 포함) 및 이를 기반으로 한 제제
320416,염료; 반응성 염료 및 이를 기반으로 한 제제
320417,염료; 안료 및 이를 기반으로 한 제제
320418,염료; 카로티노이드 착색 물질 및 이를 기반으로 한 제제
320419,"염료; n.e.c., 품목 번호에 있는 것 중 두 가지 이상의 착색 물질의 혼합물을 포함한다. 3204.11 내지 3204.19"
320420,염료; 형광증백제로 사용되는 종류의 합성 유기 제품
320490,"염료; 합성 유기 제품 세번 번호. 3204(예: 발광체로 사용되는 종류), 화학적으로 정의되었는지 여부에 관계없이"
320500,컬러 호수; 이 장의 참고 3에 명시된 컬러 호수를 기반으로 한 준비 사항
320611,착색 물질; 건조 물질을 기준으로 계산된 이산화티타늄을 중량 기준으로 80% 이상 함유하는 이산화티타늄을 기본으로 하는 안료 및 제제
320619,착색 물질; 건조 중량을 기준으로 계산한 이산화티타늄의 중량 대비 80% 미만을 함유하는 이산화티타늄을 기본으로 하는 안료 및 제제
320620,착색 물질; 크롬 화합물을 기반으로 한 안료 및 제제
320641,착색 물질; 군청색 및 이를 기반으로 한 제제
320642,착색 물질; 리토폰 및 기타 안료 및 황화 아연을 기본으로 한 제제
320649,착색 물질; 기타 제제 n.e.c. 항목 번호. 3206.4
320650,착색 물질; 발광체로 사용되는 종류의 무기 제품
320710,"안료; 준비된 안료, 불투명제, 색소 및 이와 유사한 제제"
320720,"에나멜 및 유약; 유리화성 에나멜 및 유약, 엔고브(슬립) 및 이와 유사한 제제"
320730,광택; 액체 광택 및 이와 유사한 제제
320740,"유리; 유리 프릿 및 기타 유리, 분말, 과립 또는 플레이크 형태"
320810,페인트 및 바니시; 비수성 매질에 분산 또는 용해된 폴리에스테르 기반
320820,페인트 및 바니시; 아크릴 또는 비닐 폴리머를 기반으로 하며 비수성 매질에 분산 또는 용해된 제품.
320890,"도료 및 바니시; 고분자 n.e.c.에 기재된 것을 기초로 하는 것, 세번. 3208, 비 수성 매질에 분산 또는 용해 된"
320910,페인트 및 바니시; 아크릴 또는 비닐 폴리머를 기반으로 수성 매질에 분산 또는 용해된 제품.
320990,"페인트 및 바니시; (아크릴 또는 비닐 이외의 폴리머 기반), 수성 매질에 분산 또는 용해된 제품"
321000,"페인트 및 니스; (에나멜, 래커 및 디스템퍼 포함), 가죽 마감에 사용되는 종류의 준비된 수성 안료"
321100,건조기; 준비
321210,"안료; 페인트, 스탬핑 호일 제조에 사용되는 종류의 안료"
321290,안료; 스탬핑 포일 이외의 페인트 제조에 사용되는 종류의 안료
321310,"색상; 예술가, 학생 또는 간판 화가가 사용하는 종류의 색상 세트"
321390,"색상; 예술가, 학생 또는 간판 화가가 사용하는 종류의 색상(세트 제외)"
321410,매스틱; 페인트 충전재
321490,매 스틱; 제목에 없음. 3214
321511,"잉크; 인쇄용, 검정색, 농축 또는 솔리드 여부에 관계없음"
321519,"잉크; 검정색 이외의 인쇄용, 농축 또는 솔리드 여부에 관계없이 인쇄용"
321590,"잉크; 필기, 그림 및 기타 잉크, 기타는 세번. 3215, 농축 또는 고체 여부에 관계없이"
330112,"오일, 필수; 콘크리트 및 앱솔루트를 포함한 오렌지색 (테르펜 없음 또는 없음)"
330113,"오일, 필수; 레몬 (테르펜 없음 또는 없음), 콘크리트 및 앱솔루트 포함"
330119,"오일, 에센셜; 감귤류의 n.e.c.에 있는 세번. 3301 (테르펜이 없거나 없는), 콘크리트 및 앱솔루트 포함"
330124,"오일, 필수; 페퍼민트(멘타 피페리타), 테르펜 무함유 또는 무함유, 콘크리트 및 앱솔루트 포함"
330125,"오일, 필수; 민트(페퍼민트 제외), 테르펜 무함유 또는 무함유, 콘크리트 및 앱솔루트 포함"
330129,"오일, 에센셜; n.e.c. 제목의 no. 3301(테르펜 없음 또는 없음), 콘크리트 및 앱솔루트 포함"
330130,레시노이드
330190,"오일, 필수; 지방, 고정 오일, 왁스 등의 농축물, 테르펜 부산물, 수성 증류물 및 용액, 추출된 올레오레진, n.e.c.는 호 번호. 3301"
330210,"악취 물질 및 혼합물, 식품 또는 음료 산업에서 사용되는 종류"
330290,식품 또는 음료 산업 이외의 산업에서 원료로 사용되는 악취 물질 및 혼합물
330300,향수 및 화장실 용수
330410,"화장품 및 화장실 준비, 립 메이크업"
330420,"화장품 및 화장실 준비, 눈 화장"
330430,"화장품 및 화장실 준비물, 매니큐어 또는 페디큐어 준비물"
330491,"화장품 및 화장실용 제제, 압축 여부에 관계없이 분말 제품(립, 아이, 매니큐어 또는 페디큐어 제제 제외)"
330499,"화장품 및 화장실용 제제; n.e.c., 제목 no. 3304, 피부 관리용(자외선 차단제 또는 선탠 제제를 포함한 의약품 제외)"
330510,헤어 준비물; 샴푸
330520,헤어 준비; 영구 웨이브 또는 스트레이트용
330530,헤어 준비물; 래커
330590,머리 준비; n.e.c.의 제목 번호. 3305
330610,구강 또는 치아 위생 제제; 치약
330620,"구강 또는 치아 위생 제제, 치아 사이를 청소하는 데 사용되는 실(치실)"
330690,"구강 또는 치과 위생 제제, 치약 이외의 제품"
330710,"향수, 화장품 또는 화장실 준비물; 면도 전, 면도 또는 애프터 쉐이브 준비물"
330720,"향수, 화장품 또는 화장실용 준비물, 개인용 탈취제 및 발한 억제제"
330730,"향수, 화장품 또는 화장실용 제제, 향이 나는 입욕제 및 기타 목욕용 제제"
330741,"향수 및 탈취제; 실내용 향수 또는 탈취제, 아가르바티 및 기타 연소하여 작동하는 냄새를 유발하는 제제(종교 의식에 사용되는 것 포함)"
330749,"향수 및 탈취제, 실내용 향수 또는 탈취제(연소 방식으로 작동하는 것은 제외)"
330790,향수 및 탈취제; 향료 또는 탈취제 n.e.c. 상품 제번호. 3307
340111,"비누 및 유기 표면 활성 제품; 비누 또는 세제가 함침, 코팅 또는 덮여 있는 화장실용 바, 케이크, 성형된 형태 및 종이, 솜, 펠트 및 부직포(의약품 포함)의 형태."
340119,"비누 및 유기 표면 활성 제품; 비누 또는 세제를 함침, 코팅 또는 덮은 바, 케이크, 성형된 형태 및 종이, 솜, 펠트 및 부직포의 형태로 화장실용이 아닌 제품."
340120,비누; 품목 번호에 열거되지 않은 형태. 3401.11
340130,비누 함유 여부에 관계없이 액체 또는 크림 형태로 소매용으로 판매되는 유기농 표면 활성 제품 및 피부 세정용 제제
340231,음이온성 유기 표면 활성제(비누 제외); 소매 판매 여부에 관계없이 선형 알킬벤젠 설폰산 및 그 염류
340239,"음이온성 유기 계면 활성제(비누 제외), 소매 판매 여부에 관계없이 선형 알킬벤젠 설폰산 및 그 염류 제외"
340241,"유기 표면 활성제; 양이온성(비누 제외), 소매 판매 여부에 관계없이"
340242,"유기 계면 활성제, 비이온성(비누 제외), 소매 판매 여부와 관계없이"
340249,"유기 표면 활성제; 소매 판매용인지 여부, 품목 번호. 3402"
340250,"세척 및 세정제; 비누 함유 여부에 관계없이 표면 활성인 분말, 플레이크 및 과립(제3401호의 것 제외), 소매용으로 판매되는 것"
340290,"세척 및 세정제, 비누 함유 여부에 관계없이 표면 활성, 보조 세척제(3401호의 것 제외), 소매용이 아닌 것, 보조 세척제 포함"
340311,"윤활제; 역청광물에서 얻은 석유유 또는 오일을 70%(중량 기준) 미만 함유한 섬유 및 유사 물질(가죽, 모피 등)의 처리용."
340319,윤활제; (섬유 및 이와 유사한 물질의 처리용 제외) 역청광물에서 얻은 석유유 또는 오일을 70%(중량 기준) 미만 함유하는 윤활제.
340391,"윤활제; 섬유 및 이와 유사한 재료(가죽, 모피 등)의 처리용(석유유 또는 역청광물에서 얻은 오일을 포함하지 않음)"
340399,"윤활제; 섬유 및 이와 유사한 물질의 처리를 제외하고, 석유 오일 또는 역청광물에서 얻은 오일을 포함하지 않는 것."
340420,왁스; 폴리(옥시에틸렌)(폴리에틸렌글리콜)의 인공 및 조제 왁스
340490,왁스; 폴리에틸렌 글리콜 이외의 인공 및 조제 왁스
340510,"광택제, 크림 및 이와 유사한 제제, 신발 또는 가죽용, 품목 번호 2의 왁스 제외. 3404"
340520,"광택제, 크림 및 이와 유사한 제제; 목재 가구, 바닥 또는 기타 목공예품의 유지 관리를 위한 것으로서, 품목번호 3401의 왁스는 제외한다. 3404"
340530,"광택제, 크림 및 이와 유사한 제제; 코치워크용, 금속 광택제 이외의 왁스, 제목 번호. 3404"
340540,"수세미 페이스트 및 분말 및 기타 수세제(종이, 솜, 펠트, 부직포, 셀룰러 플라스틱, 셀룰러 고무, 함침, 코팅 또는 덮개 형태 여부에 관계없이)"
340590,"광택제, 크림 및 이와 유사한 제제; 세번 번호. 3405호의 왁스는 제외한다. 3404"
340600,"양초, 테이퍼 등"
340700,"모델링 페이스트; 치과용 왁스로 알려진 제제, 세트, 소매 판매용 포장 또는 접시, 말굽 모양, 스틱 또는 이와 유사한 형태로 포장된 기타 치과에서 사용하기 위한 제제"
350110,카제인
350190,"카제인산염 및 기타 카제인 유도체, 카제인 접착제"
350211,"알부민; 계란 알부민, 건조"
350219,알부민; 건조되지 않은 달걀 알부민
350220,알부민; 두 가지 이상의 유청 단백질 농축액을 포함한 우유 알부민
350290,"알부민, 알부민산염 및 기타 알부민 유도체, 두 가지 이상의 유청 단백질 농축액을 포함한 계란 또는 우유 알부민 제외"
350300,"젤라틴(표면 가공 또는 착색 여부에 관계없이 직사각형 시트의 젤라틴 포함) 및 젤라틴 유도체, 아이싱글라스, 기타 동물성 접착제(카제인 접착제 제외), 제목 번호. 3501"
350400,펩톤 및 그 유도체; 기타 단백질 물질 및 그 유도체는 크롬 도금 여부에 관계없이 포함되지 않거나 포함 된 분말을 숨 깁니다.
350510,덱스트린 및 기타 변형 전분
350520,접착제; 전분 또는 덱스트린 또는 기타 변형 전분을 기반으로 합니다.
350610,"접착제 또는 접착제; 접착제 또는 접착제로 사용하기 위해 준비된, 접착제 또는 접착제로 사용하기에 적합한 제품, 순중량 1kg을 초과하지 않는 접착제 또는 접착제로 소매 판매를 위해 올려진 제품"
350691,접착제; 3901 ~ 3913의 폴리머 또는 고무에 기초하여 준비됨
350699,"접착제 및 기타 접착제; 준비된, n.e.c.에 제목 없음. 3506, 순중량 1kg을 초과하지 않는 것"
350710,효소; 레넷 및 그 농축물
350790,효소 및 준비된 효소; 레넷 및 그 농축물 이외
360100,"폭발물, 추진성 분말"
360200,"폭발물, 준비된 것; 추진성 분말 이외의 것"
360310,안전 퓨즈
360320,폭발하는 코드
360330,타악기 캡
360340,폭발하는 캡
360350,이그나이터
360360,전기 기폭장치
360410,불꽃 제품; 불꽃놀이
360490,"불꽃 제품; 신호탄, 레인 로켓, 안개 신호 및 기타 불꽃 제품(불꽃놀이 제외)"
360500,"성냥, 그 밖의 품목분류 번호. 3604"
360610,연료; 담배 또는 이와 유사한 라이터를 채우거나 리필하는 데 사용되는 용기에 담긴 액체 또는 액화 가스이며 용량이 300cm3를 초과하지 않는 것
360690,"모든 형태의 페로세륨 및 기타 발열성 합금, 제36장의 기타 가연성 물질의 물품 등"
370110,"엑스레이의 경우, 종이, 판지 또는 직물 이외의 재료로 된 평평하고 감광 처리된 비노출 상태의 사진판 및 필름"
370120,"인화판 및 필름, 즉석 인화 필름, 평판, 감광, 노출되지 않은 상태, 팩 포장 여부와 관계없이"
370130,"사진판 및 필름; 종이, 판지 또는 직물을 제외한 모든 재료의 평면, 감광 처리된, 노출되지 않은, 어느 한 면이 225mm를 초과하는 경우"
370191,"인화판 및 필름; 컬러 사진(다색)의 경우, 종이, 판지 또는 직물을 제외한 모든 재료의 평면, 감광, 무노출, 255mm를 초과하지 않는 면이 없는 경우"
370199,"인화판 및 필름; (컬러 사진 이외의 경우) 종이, 판지 또는 직물을 제외한 모든 재료로 된 평면, 감광, 노출되지 않은, 한 면이 255mm를 초과하지 않는 상태."
370210,"사진 필름, 엑스레이용, 롤 형태, 감광 및 비노출(종이, 판지 또는 직물 제외)"
370231,"사진 필름; 컬러 사진(다색)의 경우, 롤 형태, 감광, 노출되지 않은, 스프라켓 구멍이 없는, 폭 105mm 이하(종이, 판지 또는 직물 제외)의 필름."
370232,"사진 필름, 감광 처리된 은할라이드 에멀젼, 노출되지 않은, 스프라켓 구멍이 없는, 폭 105mm 이하의 롤 형태(종이, 판지 또는 직물 제외)"
370239,"사진 필름, 롤 형태(할로겐화은 에멀젼 및 컬러 사진용 제외), 감광성, 노출되지 않은, 스프라켓 구멍이 없는, 폭 105mm 이하(종이, 판지 또는 직물 제외)의 필름"
370241,"사진 필름; 컬러 사진(다색)의 경우, 롤 형태, 감광, 무노출, 스프로킷 구멍이 없고 폭 610mm 초과, 길이 200m 초과(종이, 판지 또는 직물 제외)의 필름"
370242,"사진 필름, 롤 형태(컬러 사진용 제외), 감광성, 노출되지 않은, 스프로킷 구멍이 없는, 폭 610mm 초과, 길이 200m 초과(종이, 판지 또는 직물 제외)의 필름."
370243,"사진 필름, 감광성, 노출되지 않은, 스프라켓 구멍이 없는, 폭 610mm를 초과하지 않고 길이 200m를 초과하지 않는 롤 형태의 필름(종이, 판지 또는 직물 제외)"
370244,"사진 필름, 감광성, 노출되지 않은, 스프로킷 구멍이 없는, 폭 105mm 초과 610mm 이하인 롤 형태(종이, 판지 또는 직물 제외)"
370252,"사진 필름; 컬러 사진(다색)의 경우, 롤 형태, 감광, 노출되지 않은, 폭 16mm 이하(종이, 판지 또는 직물 제외)의 필름"
370253,"사진 필름; 컬러 사진(다색) 슬라이드의 경우, 롤 형태, 감광, 무노출, 폭 16mm 초과 35mm 이하, 길이 30m 이하(종이, 판지 또는 직물 제외)."
370254,"사진 필름; 컬러 사진(다색)의 경우, 롤 형태, 감광, 무노출, 폭 16mm 초과 35mm 이하, 길이 30m 이하(슬라이드용 필름(종이, 판지 또는 직물 제외)는 제외)."
370255,"사진 필름; 컬러 사진(다색)의 경우, 롤 형태, 감광, 무노출, 폭 16mm 초과 35mm 이하, 길이 30m 초과(종이, 판지 또는 직물 제외)."
370256,"사진 필름; 컬러 사진(다색)의 경우, 롤 형태, 감광, 노출되지 않은, 폭 35mm 초과(종이, 판지 또는 직물 제외)의 경우"
370296,"사진 필름, 컬러 사진용을 제외한 롤 형태, 감광, 노출되지 않은, 폭 35mm 이하, 길이 30m 이하(종이, 판지 또는 직물 제외)의 필름"
370297,"사진 필름, 컬러 사진용을 제외한 롤 형태, 감광, 노출되지 않은, 폭 35mm 이하, 길이 30m를 초과하지 않는 필름(종이, 판지 또는 직물 제외)"
370298,"사진 필름, 컬러 사진용을 제외한 롤 형태, 감광, 노출되지 않은, 폭 35mm 초과(종이, 판지 또는 직물 제외)의 사진 필름"
370310,"인화지, 판지 및 직물, 폭 610mm를 초과하는 민감성, 노출되지 않은 롤 형태의 경우"
370320,"인화지, 판지 및 직물, 컬러 사진(다색)(폭 610mm 초과 롤 제외), 감광, 무노출의 경우"
370390,"인화지, 판지 및 직물; (컬러 사진 이외의 경우, 폭 610mm를 초과하는 롤의 경우 제외), 감광, 노출되지 않음"
370400,"인화판, 필름, 종이, 판지 및 직물, 노출되었지만 현상되지 않은 경우"
370500,"사진판 및 필름, 노출 및 현상, 영화용 필름 제외"
370610,"영화 필름, 사운드 트랙 포함 여부 또는 사운드 트랙으로만 구성된 폭 35cm 이상의 노출 및 현상된 필름"
370690,사운드 트랙 포함 여부 또는 사운드 트랙으로만 구성된 폭 35mm 미만의 노출 및 현상된 영화용 필름
370710,"사진 상품, 민감성 유제, 계량된 부분으로 올려놓거나 바로 사용할 수 있는 형태로 소매 판매를 위해 올려놓은 상품"
370790,"사진 상품; 민감성 유제 이외의 화학 제제, 측정된 부분으로 올려놓거나 사용할 준비가 된 형태로 소매 판매를 위해 올려놓는 경우"
380110,흑연; 인공
380120,흑연; 콜로이드 또는 반콜로이드
380130,"탄화 페이스트, 전극 및 용광로 라이닝용 유사 페이스트용"
380190,"흑연 또는 기타 탄소 기반 제제; 페이스트, 블록, 플레이트 또는 기타 반제품 형태"
380210,탄소; 활성화됨
380290,"화학 제품; 활성 천연 광물 제품, 동물성 블랙을 포함한 동물용 블랙"
380300,화학 제품; 정제 여부에 관계없이 키 큰 오일
380400,"잔류 잿물; 농축, 탈수 또는 화학적 처리 여부에 관계없이 목재 펄프 제조에서 나오는 것(리그닌 설포네이트를 포함하되 호 번호의 키틴 오일은 제외). 3803"
380510,"테르펜계 오일; 검, 목재 또는 황산염 테레빈유"
380590,"테르펜계 오일; 침엽수 목재, 조 디펜텐, 아황산염 테레빈유 및 기타 조 파라-시멘의 처리에 의해 생산되는 것, 호 번호. 3805"
380610,로진 및 수지 산
380620,"로진 및 수지; 로진, 수지산 또는 로진 또는 수지산의 유도체 염(로진 부가제의 염 제외)"
380630,에스테르 껌
380690,"로진; 스피릿 및 오일, 기타, 표제 번호. 3806"
380700,"목재 타르; 목재 타르 오일; 목재 크레오소트; 목재 나프타; 식물성 피치; 송진, 수지산 또는 식물성 피치에 기초한 양조용 피치 및 이와 유사한 제제"
380852,"살충제 등, 이 장의 부제목 1에 명시된 물품 포함, 소매 판매용 또는 제제 또는 물품으로, 300g 이하 포장의 DDT(ISO)(클로페노탄(INN)) (클로페노탄(INN))"
380859,"살충제, 쥐약, 살균제, 소독제, 제초제 등, 이 장의 부제목 1에 명시된 제품을 포함하며, DDT(ISO)(클로페노탄(INN))가 아닌, 소매 판매용 또는 제제 또는 물품으로 형태 또는 포장에 담겨 있는 제품(예: 살충제, 쥐약, 살균제, 제초제 등)"
380861,"살충제 등, 이 장의 부제목 2에 명시된 물품 포함, 순중량 300g을 초과하지 않는 포장, 소매 판매용 또는 준비물 또는 물품"
380862,살충제; 이 장의 부제목 2에 명시된 상품을 포함하는 것; 소매 판매용 또는 조제 또는 물품으로 순중량 300g을 초과하지만 7.5kg을 초과하지 않는 포장에 담긴 형태 또는 포장재
