ProductName,Result,가장_적합한_HS_코드,Match_2,Match_4,Match_6
"품목명: 베지밀 비 달콤한 두유, 190ml, 16개",190531,210690,False,False,False
"품목명: 목우촌 다리두배 닭볶음탕 (냉장), 1.2kg, 1개",020743,160232,False,False,False
품목명: 농심 백산수 500ml 40개,220600,220110,True,False,False
"품목명: 허니 한입 꽈배기 대용량 개별포장 전통과자 520g, 1개",190520,1905909090,True,True,False
"품목명: 오허브 유기농 사과식초 500ml 애플사이다 비니거 식초 사과초모식초 애플사이더, 1개",220900,220900,True,True,True
"품목명: [공식] 무궁핏, 2개, 22.5g",240419,210690,False,False,False
"품목명: 동물복지 무항생제 유정란, 30구, 1개",041090,040721,True,False,False
"품목명: 삼양 까르보 불닭볶음면 큰컵 105g 6개입, 6개",210390,190230,False,False,False
"품목명: 호주산 메가 소고기 모둠 다짐육 (냉장), 1kg, 1개",020760,020130,True,False,False
"품목명: 생생포크 한돈 앞다리살 수육용 (냉장), 1000g, 1개",020312,020329,True,True,False
"품목명: 청정원 쌀 초고추장 1kg, 1개",210390,2103909000,True,True,False
"품목명: 물대신 열을 내리는 구수한 국산 보리차 총 90티백, 10g, 30개입, 3개",210120,210120,True,True,True
"품목명: 올품 닭볶음탕용 닭고기 (냉장), 1kg, 1팩",020712,020712,True,True,True
"품목명: 농심 짜파게티140g(5입)X2개, 10개",190230,190220,True,True,False
"품목명: 카누 미니 디카페인 아메리카노, 900mg, 120개입, 1개",090111,210111,False,False,False
"품목명: 자연애찬 동물복지 무항생제 자유방목 유정란 1번란, 15구, 1개",051199,040721,False,False,False
"품목명: 동원 양반 들기름 도시락김, 108g, 1개",150420,210690,False,False,False
"품목명: 슈퍼너츠 피넛버터 스무스, 460g, 1개",200811,200811,True,True,True
"품목명: 청정원 맛술, 1.8L, 1개",220600,220890,True,False,False
"품목명: foodi 크러쉬드레드페퍼, 100g, 1개",200899,090420,False,False,False
"품목명: 영진구론산 바몬드 오리지날 피로회복제, 150ml, 20개",210690,220290,False,False,False
"품목명: 컵라면/참꺠라면용기65g, 6개",190230,1902300000,True,True,False
"품목명: 게메즈 에낙 라면 과자, 720g, 1개",190230,190590,True,False,False
"품목명: 하인즈 리듀스드 슈가 토마토 케찹, 369g, 1개",200899,210390,False,False,False
"품목명: 팔도 밥알없는 비락식혜, 175ml, 30개",210690,220600,False,False,False
"품목명: 매일바이오 그릭요거트, 400g, 2개",121299,040310,False,False,False
"품목명: 완숙 토마토, 1kg, 1팩",070200,000702,False,False,False
"품목명: 곰곰 미국산 레몬, 1kg, 1봉",080550,080550,True,True,True
"품목명: [솔리몬] 스페인 착즙 레몬즙 280ml, 1개",080550,200919,False,False,False
"품목명: 실장님회초장(움트리 1k)/식당용, 1kg, 1개",210390,210390,True,True,True
"품목명: 진라면 매운맛 소컵 65gx6컵x2박스, 12개",190230,190230,True,True,True
"품목명: 국내산 흙당근, 3kg, 1개",070610,070610,True,True,True
"품목명: 솔티스 눈 프로텍션 프로S2 아스타잔틴 함량 업그레이드 초임계 눈피로, 3박스, 20정",300450,210690,False,False,False
"품목명: 오뚜기 사과식초, 360ml, 1개",220900,220900,True,True,True
"품목명: 햇반 즉석밥 작은공기, 130g, 6개",110630,190590,False,False,False
"품목명: 일리 네스프레소 호환 클래식 로스트 에스프레소 그라운드 캡슐커피, 5.7g, 10개입, 2개",090111,210111,False,False,False
"품목명: 크라운 버터와플 316g 묶음행사+커피사은품 증정, 2개",190590,190531,True,True,False
"품목명: 신라면 컵 65g, 30개",190230,190230,True,True,True
"품목명: 파스퇴르 무항생제 바른목장우유, 1.8L, 1개",040490,040120,True,False,False
"품목명: 곰곰 완숙 토마토, 1kg, 1개",070200,000702,False,False,False
"품목명: 청정원 대나무숙성 멸치액젓, 5kg, 1개",130239,210390,False,False,False
"품목명: 투데이넛 구운아몬드 + 호두, 550g, 1세트",080212,200899,False,False,False
"품목명: 비타500 칼슘 Calcium, 100ml, 20개",300450,300450,True,True,True
"품목명: 곰곰 달콤한 스테비아 대추방울토마토, 1kg, 1개",200899,000702,False,False,False
"품목명: 곰곰 돌돌이 무연골 대패 삼겹살 (냉동), 1개, 1kg",020322,020329,True,True,False
"품목명: 아이들이 좋아하는 하리보 골드베렌 1kg, 1개",200799,170490,False,False,False
"품목명: 곰곰 맛있는꿀고구마(햇), 1.5kg, 1박스",200899,071420,False,False,False
"품목명: 청정원 요리용 요리주 감칠맛 맛술 생강&매실 국산 100% 830ml, 1개",210390,220600,False,False,False
"품목명: 삼양 불닭볶음면, 5개",190230,190230,True,True,True
"품목명: 미원 맛소금, 2kg, 1개",210390,210390,True,True,True
"품목명: (11/29 순차출고) 솔티스 아스타잔틴 초임계 베타카로틴 피로 눈 프로텍션 프로, 1박스, 20정",300441,210690,False,False,False
"품목명: 청정원 햇살담은 국간장, 500ml, 1개",382486,210390,False,False,False
"품목명: 켈로그 시리얼 콘푸로스트 660g, 1개",190490,190410,True,True,False
"품목명: 켈로그 크랜베리 아몬드 그래놀라 시리얼, 550g, 1개",190490,190410,True,True,False
"품목명: 지하암반해수로 씻어낸 생굴 (냉장), 350g, 2개",160540,030721,False,False,False
"품목명: 돌 멕시코산 아보카도, 2kg 내외, 1팩",080440,080440,True,True,True
"품목명: 지리산 물하나 ECO 생수, 2L, 12개",220190,220190,True,True,True
"품목명: 오리온 참붕어빵 12p + 호떡품은 참붕어빵 12p 세트, 720g, 1세트",190540,190590,True,True,False
"품목명: 아이시스 N 무라벨, 40개, 500ml",210690,220110,False,False,False
"품목명: 폰타나 무지방 오리엔탈 저칼로리 드레싱, 235g, 2개",200897,210390,False,False,False
"품목명: 팔도 틈새라면 빨계떡 120g, 5개",110630,190230,False,False,False
"품목명: 농협안심한우 정육 세절 1등급 국거리용 (냉장), 300g, 1팩",020760,0201300000,True,False,False
"품목명: 다향오리 훈제오리 슬라이스, 150g, 3개",020744,160232,False,False,False
"품목명: 큐원 하얀설탕 3KG 흰설탕, 1개",170114,170199,True,True,False
"품목명: 오뚜기 하프 마요네스, 525g, 1개",210390,210390,True,True,True
"품목명: 매일우유 소화가 잘되는 우유, 930ml, 2개",350220,040110,False,False,False
"품목명: 동서 제티 쵸코렛맛 분말, 17g, 50개입, 1개",180632,180690,True,True,False
"품목명: 오리온 초코파이 정 오리지널 12개입 3박스(36개입)(더 탱글 마이구미 9.8g 사은품 지급), 468g, 3개",180632,190590,False,False,False
"품목명: 마요네즈(오뚜기 800g)/ 대용량 식자재, 800g, 1개",210390,210390,True,True,True
"품목명: 뉴 월남쌈 16cm 원형 300g 라이스페이퍼 집들이 음식, 1개",190230,190590,True,False,False
품목명: 오뚜기 누들면매운맛소컵 x 6개,210690,19023000,False,False,False
"품목명: 한정 대천김 곱창김 캔김 30g 4캔 145382, 4개",110630,2106909090,False,False,False
"품목명: 농협 목계촌 무항생제 특란, 30구, 1개",051000,040721,False,False,False
"품목명: 새우깡 미니팩 120g 미니스낵 새우스낵 간식 과자, 30g, 4개",190590,190590,True,True,True
"품목명: [사조] 해표 콩기름 500ml 식용유, 2개",151620,001508,False,False,False
"품목명: 재로우 우먼스 펨 도필러스 프로바이오틱스 유산균 60정 x, 1개",293690,2106909799,False,False,False
"품목명: 바른씨 니비시간장 360ml, 1개",210390,210390,True,True,True
"품목명: 농협 2024년산 햅쌀 GAP 인증 아산 맑은쌀 특등급, 10kg, 1개",100630,100630,True,True,True
"품목명: 캐나다드라이 진저에일 토닉, 30개, 250ml",210690,220210,False,False,False
"품목명: 샘표 담백한 샤브샤브 육수 3~4인분, 3개, 200g",210410,210410,True,True,True
"품목명: 이클립스 피치 34g x 6입, 6개",200870,170490,False,False,False
"품목명: 담터 생강차 플러스, 15g, 50개입, 1개",210120,210690,True,False,False
"품목명: 폰타나 캄파니아 스파게티면, 500g, 3개",110630,19021920,False,False,False
"품목명: 동서 한잔용 보리차 100개입, 1.5g, 1개",090230,210120,False,False,False
"품목명: 서울우유 고소한 버터, 450g, 1개",040510,040510,True,True,True
"품목명: 오볶집 갓로스팅 구운 아몬드, 500g, 1개",080212,200819,False,False,False
"품목명: 삼양 볶음 간짬뽕, 10개",110630,190230,False,False,False
"품목명: 롯데제과 자일리톨 알파 오리지날 리필, 102g, 3개",200799,17042000,False,False,False
"품목명: 네이처드림 흑도라지 배 생강청 스틱 100p, 1kg, 1개",140490,210690,False,False,False
"품목명: 오투스커피 바닐라 라떼, 17g, 1개, 60개입",090190,210120,False,False,False
"품목명: 스타벅스 핫코코아 오나먼트 더블초코, 28g, 3개, 1개입",180632,180690,True,True,False
"품목명: 쌍계명차 애플사이다비니거 레몬 5g x 30p, 3개, 단품",200899,210390,False,False,False
"품목명: 리틀캘리 디카페인선셋 티백형 커피, 2개, 6개입, 13g",090111,090121,True,True,False
"품목명: 클룹 트루코코 퓨어 코코넛워터, 6개, 330ml",210120,200989,False,False,False
"품목명: 전두유 검은콩 17곡 고칼슘, 190ml, 24개",210690,22029900,False,False,False
"품목명: 초록원 알룰로스 저당 유자차, 530g, 5개",090210,22029090,False,False,False
"품목명: 네스프레소 버츄오 이니지오 캡슐커피, 10g, 10개입, 3개",090111,210111,False,False,False
"품목명: 카누 바리스타 머신 전용 캡슐커피 이터널마운틴, 9.5g, 4개, 10개입",210130,210111,True,True,False
"품목명: 룰리커피 더치커피 콜드브루 커피원액 과테말라, 1개, 1개입, 500ml",210111,210111,True,True,True
"품목명: 오설록 오리지널 콤부차, 12개, 275ml",090230,220299,False,False,False
"품목명: 신세계푸드 YWE 식물성 라이스 베이스드 혼합음료, 24개, 200ml",210690,220299,False,False,False
"품목명: 라카나스타 미션푸드 밀또띠아 20cm, 320g, 2개",110630,190590,False,False,False
"품목명: 예찬원 동결건조 진한 사골곰탕 블럭국 5p, 1개, 50g",210690,210410,True,False,False
"품목명: 폰타나 로스티드 치킨 토마토 스튜, 250g, 4개",200290,160232,False,False,False
"품목명: 육해공야전식량 얼큰짬뽕라면밥, 105g, 5개",190230,190230,True,True,True
"품목명: 1770 마누카 허니 스틱 MGO 120+ 마누카꿀 15p, 1개",040900,000409,False,False,False
"품목명: 햇반 흑미누룽지죽, 205g, 6개",200899,190490,False,False,False
"품목명: 이지밥 핫앤쿡 매콤 짜장 비빔밥, 120g, 6개",210390,190230,False,False,False
"품목명: 교동식품 프리미엄 순살 갈비탕, 450g, 1개",020220,160210,False,False,False
"품목명: 백제 파곰탕면 쌀국수 6p, 93.5g, 6개",190230,190230,True,True,True
"품목명: 비비고 스팸부대찌개, 460g, 18개",160540,160210,True,False,False
"품목명: 동원 김치참치 통조림, 90g, 4개",160419,160414,True,True,False
"품목명: 보르게스 피티드 그린올리브, 230g, 1개",200570,200570,True,True,True
"품목명: 프롬바이오 아이클하이 젤리 스틱 14p, 3개, 280g",200799,210690,False,False,False
"품목명: 햇반 새우계란죽, 420g, 21개",160540,210690,False,False,False
"품목명: 미스즈 튀김건조유부, 80g, 2개",110630,190230,False,False,False
"품목명: 농심 멸치 칼국수 98g x 5개입, 5개",190230,19023000,True,True,False
"품목명: 곰곰 간편 누룽지, 30g, 12개",110630,190410,False,False,False
"품목명: 오뚜기 오동통면 120g, 10개",300590,1902301000,False,False,False
"품목명: 농심 안성탕면 125g, 10개",190230,190230,True,True,True
"품목명: CJ 비비고 즉석국 탕 찌개 골라담기 19종 (사골곰탕500g 외), 500g, 1개",210410,002104,False,False,False
"품목명: 오뚜기 스낵면 108g, 10개",110630,190230,False,False,False
"품목명: 삼양라면, 10개",190230,1902301000,True,True,False
"품목명: MIK 농심 신라면 툼바 137g x 4봉, 4개",190230,190230,True,True,True
"품목명: 농심 오징어짬뽕 5개입, 5개",190230,190230,True,True,True
"품목명: 오뚜기3분 실쏙팩 쇠카쇠짜 쇠고기카레, 200g, 12개",210390,210390,True,True,True
"품목명: 오뚜기 컵누들 매콤한 맛 37.8g, 12개",110630,190230,False,False,False
"품목명: 오뚜기 참깨라면 115g, 12개",190230,1902301000,True,True,False
"품목명: 동원 자연산 꽁치 통조림, 400g, 4개",160250,160414,True,False,False
"품목명: 삼양라면 120g, 40개",190230,190230,True,True,True
"품목명: 오뚜기 진짬뽕 130g, 8개",210410,210410,True,True,True
"품목명: 동원 지중해황도 410g x 12캔, 6개",160540,160420,True,False,False
"품목명: 오뚜기 해물짬뽕 (120GX5)개입), 5개",210410,190230,False,False,False
"품목명: 작은컵라면5종세트_신라면컵3개+새우탕컵3개+튀김우동컵3개+육개장사발면3개+김치사발면3개, 15개",691200,190230,False,False,False
"품목명: 팔도비빔면 130g, 15개",110630,1902301000,False,False,False
"품목명: 차오차이 130 직화 간짜장, 180g, 6개",090230,190230,False,False,False
"품목명: 사조해표 고추참치 안심따개, 100g, 12개",160554,001604,False,False,False
"품목명: 맛있는 오뚜기밥 큰밥, 300g, 18개",110630,1901909090,False,False,False
"품목명: 동원 리챔 오리지널, 120g, 10개",160540,160250,True,False,False
"품목명: 아워홈 칼칼한 돼지김치찌개, 300g, 5개",160241,160210,True,True,False
"품목명: 오뚜기 칼칼한 돼지고기김치찜, 180g, 2개",160241,160250,True,True,False
"품목명: 농심 사리곰탕면 110g, 5개",190230,1902300000,True,True,False
"품목명: 스키피 수퍼 청크 피넛 버터, 462g, 1개",200811,200811,True,True,True
"품목명: 가뿐한끼 현미밥, 150g, 30개",100620,190490,False,False,False
"품목명: 신선설농탕 설렁탕 (냉동), 550g, 3개",160540,160290,True,False,False
"품목명: 으쓱몰 농심 컵라면 큰컵 세트 김치 너구리 새우탕 신라면 오징어짬뽕 육개장 짜파게티 튀김우동, 16개, 큰컵16종",210410,190230,False,False,False
"품목명: 쎈쿡 발아현미밥, 195g, 24개",100620,190490,False,False,False
"품목명: 라면왕 인기라면 20입 소컵라면세트, 1세트",190230,19023000,True,True,False
"품목명: 우불식당 즉석우동, 221.5g, 4개",210410,190230,False,False,False
"품목명: 오뚜기 작은밥, 150g, 12개",100640,190190,False,False,False
"품목명: 생생우동, 253g, 8개",110630,190230,False,False,False
품목명: 농심 생생 우동 253g 4개,110630,190230,False,False,False
"품목명: 짜파게티 더 블랙 116g, 4개",110630,190230,False,False,False
"품목명: 팔도 비빔면2 투 II 하이브리드 130g, 4개",210390,190230,False,False,False
"품목명: 팔도 뺵쿡 빽라면 115g, 4개",190230,190230,True,True,True
"품목명: 농심 새우탕 큰사발면 115g, 6개",190230,190230,True,True,True
"품목명: 청정원 멸치 쌀국수 소컵, 58g, 6개",190230,190230,True,True,True
"품목명: 틈새라면 빨계떡 120g, 40개",110630,190230,False,False,False
"품목명: 곰곰 더 오리지널 부대찌개, 1kg, 2개",210410,210410,True,True,True
"품목명: 맛있는 후리가케 밥가루 주먹밥 김맛 병타입, 150g, 김맛 후리가케 150g [병타입], 1개",190230,210390,False,False,False
"품목명: 사조 고추참치 안심따개, 100g, 8개",160419,160414,True,True,False
"품목명: 곰곰 순대국, 600g, 4개",160250,1602909000,True,True,False
"품목명: 밀스원 이태리 스파게티 멜팅치즈 비프 토마토 (냉동), 380g, 2개",190230,190220,True,True,False
"품목명: 비비고 한우사골곰탕, 500g, 6개",050400,160210,False,False,False
"품목명: 햇반 큰공기, 300g, 30개",110630,190230,False,False,False
"품목명: 오뚜기 콕콕콕 스파게티, 120g, 12개",210120,190220,False,False,False
"품목명: Oprice 한촌설렁탕 정통설렁탕 500g, 5개",190230,160210,False,False,False
"품목명: 올따옴 양반 백합미역국+차돌육개장+소고기무국+한우시래기x2개씩, 1세트, 460g",021099,210410,False,False,False
"품목명: 남가네설악추어탕, 450g, 5개",210410,160420,False,False,False
"품목명: 외갓집 진심 육개장 (냉동), 600g, 4개",160231,160210,True,True,False
"품목명: 청정원 콩담백면 비빔국수 4인분, 760g, 1개",190219,190230,True,True,False
"품목명: 카레여왕 구운마늘 앤 양파, 108g, 4개",091091,210390,False,False,False
"품목명: 팔도 김치 왕뚜껑 110g, 18개",200599,210390,False,False,False
"품목명: 유동 황도 슬라이스 통조림, 400g, 6개",160239,200820,False,False,False
"품목명: 외갓집 송탄 서정리 부대찌개 (냉동), 1kg, 2개",210410,210410,True,True,True
"품목명: 농심 앵그리 너구리 121g, 5개",190230,190230,True,True,True
"품목명: 블루존 농심 소컵라면 7종 14개 A세트 (신라면2+육개장사발면2+김치사발면2+새우탕2+너구리2+오징어짬뽕2+사리곰탕2), 1세트",210390,190230,False,False,False
"품목명: 오뚜기 오뚜기밥 발아흑미 즉석잡곡밥, 210g, 12개",110630,190410,False,False,False
"품목명: 쉐프엠 베이컨까르보나라 파스타 4인분, 230g, 4개",190230,190219,True,True,False
"품목명: 팔도 도시락 86 g, 36개",160559,210410,False,False,False
"품목명: 비비고 소고기 미역국, 500g, 4개",160100,160210,True,False,False
"품목명: 청정원 이탈리아 정통 스파게티, 500g, 4개",210120,190220,False,False,False
"품목명: 팔도비빔면, 20개",110630,190230,False,False,False
"품목명: [KT알파쇼핑][팔도] 비빔면 130g x 10봉, 10개",051199,190230,False,False,False
"품목명: 오뚜기프레스코 미트 스파게티소스, 600g, 2개",210690,210390,True,False,False
"품목명: 하림 삼계탕면 116g, 4개",110630,190230,False,False,False
"품목명: 누텔라 스프레드, 370g, 3개",190230,180620,False,False,False
"품목명: 오뚜기 스파게티 멀티팩(4입) X 2개 (총 8봉), 150g, 8개",110630,190220,False,False,False
"품목명: 미미네 오리지널 국물떡볶이 (냉동), 570g, 2개",160559,1902300000,False,False,False
"품목명: 농심 감자면117g x 5 무배, 5개",110813,190230,False,False,False
"품목명: 농심 무파마탕면, 4개",190230,190230,True,True,True
"품목명: 디벨라 링귀네 파스타, 500g, 1개",190230,190219,True,True,False
"품목명: 베트남 판매1위 쿵딘 소고기 쌀국수 (20개입) 정식수입 라면, 70g, 20개",190230,190230,True,True,True
"품목명: 사조 마일드 참치 안심따개, 100g, 8개",030349,160414,False,False,False
"품목명: 폰타나 컵수프 머쉬룸2P+콘2P+브로콜리2P+어니언2P, 60g, 1세트",210410,210410,True,True,True
"품목명: 유동 자연산 골뱅이 통조림, 400g, 2개",160559,160556,True,True,False
"품목명: 삼양식품 볶음간짬뽕, 5개",190230,190230,True,True,True
"품목명: 더미식 매움주의 장인라면 270g(135g ), 1개",210390,190230,False,False,False
"품목명: 리오산토 할라페뇨 슬라이스 540G 할라피뇨, 1개",070960,200190,False,False,False
"품목명: 오뚜기 프레스코 토마토 스파게티소스, 600g, 3개",210320,210390,True,True,False
"품목명: 티아시아키친 치킨 마크니 커리 170g + 게살 푸팟퐁 커리 170g + 비프 마살라 커리 170g + 스파이시 비프 마살라 커리 170g 세트, 1세트",210390,210390,True,True,True
"품목명: 햇반 솥반 전복내장 영양밥, 200g, 6개",100640,190490,False,False,False
"품목명: 동원 고추참치, 85g, 8개",160419,160414,True,True,False
"품목명: 사미헌 갈비탕 (냉동), 1kg, 4개",020220,160210,False,False,False
"품목명: 너티풀 국내산 국산 100% 무첨가 피넛버터 땅콩잼 땅콩버터 스무스, 1개, 200g",200811,200811,True,True,True
"품목명: 오뚜기 튀김우동 용기 110g, 12개",160540,190230,False,False,False
"품목명: 오뚜기 컵밥 진한 쇠고기 미역국밥, 314g, 5개",210410,190230,False,False,False
"품목명: 풀무원 직화짜장면 4인분, 1.32kg, 1개",190230,190220,True,True,False
"품목명: 오뚜기 쇠고기스프 아침밥대용 아침대용 80G, 4개",210410,210410,True,True,True
"품목명: 오뚜기 짜슐랭 찰진식감 파기름과 양파기름의 프리미엄 짜장라면, 10개",190230,19023000,True,True,False
"품목명: 햇반 찰잡곡밥, 210g, 36개",190410,190490,True,True,False
"품목명: 비비고 육개장, 6개, 500g",160559,210410,False,False,False
"품목명: 폰타나 그릴드 머쉬룸 크림 수프 10p + 크루통 3p 세트, 1세트, 180g",691200,210410,False,False,False
"품목명: 에스앤비골든 카레 중간 매운맛, 220g, 3개",210390,210390,True,True,True
"품목명: 풀무원 정통 가쓰오 우동 4인분, 943.2g, 1개",110630,190230,False,False,False
"품목명: 삼진어묵 딱 한끼 어묵탕 순한맛, 308g, 2개",210390,160420,False,False,False
"품목명: 미고랭 핫 앤 스파이시 라면 400g(80g x5봉지), 5개",190230,190230,True,True,True
"품목명: 천일식품 사누끼 우동면 (냉동), 230g, 40개",190230,190230,True,True,True
"품목명: 백제 우리 햅쌀 즉석 떡국, 163g, 6개",100640,190230,False,False,False
"품목명: 오뚜기 카레 약간매운맛, 100g, 3개",210390,210390,True,True,True
"품목명: 파스타면 까펠리니 500g 디벨라, 1개",190230,190219,True,True,False
"품목명: 마이노멀 저칼로리 딸기잼, 320g, 1개",200799,200799,True,True,True
"품목명: 농심 후루룩 칼국수, 97g, 4개",190230,190230,True,True,True
"품목명: 쉐프엠 투움바파스타 4인분, 230g, 4개",190230,190230,True,True,True
"품목명: 순 땅콩버터 100% 무첨가, 470g, 1개",200811,200811,True,True,True
"품목명: 폰타나 이탈리아 캄파니아 스파게티, 500g, 4개",090230,190211,False,False,False
"품목명: 올따옴 오뚜기 가뿐한끼 현미밥, 150g, 15개",100620,190410,False,False,False
"품목명: 청정원 카레여왕 구운마늘&양파, 108g, 3개",210390,21039090,True,True,False
"품목명: 오뚜기 딸기잼 500g, 1개",200799,002007,False,False,False
"품목명: 양반 진국 사골곰탕, 500g, 20개",180620,160210,False,False,False
"품목명: 오뚜기 육개장 컵 104g, 24개",160540,210410,False,False,False
"품목명: 양반 쇠고기죽, 287.5g, 24개",410150,210410,False,False,False
"품목명: CJ 백설대왕납작당면 300G 144062, 1개",283329,1902301000,False,False,False
"품목명: [로적마켓] 오뚜기 3분소스 16종 혼합&모음전 골라담기 07. 3분 카레 순한맛, 200g, 5개",210390,210390,True,True,True
"품목명: 햇반 현미 흑미 보리의 식감이 살아있는 잡곡밥, 210g, 24개",200899,190410,False,False,False
"품목명: 청정원 토마토 스파게티소스, 2kg, 1개",210320,210390,True,True,False
"품목명: 햇반 귀리흑미곤약밥, 150g, 12개",121299,190490,False,False,False
"품목명: 쿡시 멸치맛 쌀국수, 92g, 30개",190490,190230,True,False,False
"품목명: 면사랑 미트 볼로냐 스파게티 1인분 (냉동), 330g, 3개",330730,190220,False,False,False
"품목명: 닛신 돈베이 키츠네 우동 동일본 한정, 96g, 12개",110630,190230,False,False,False
"품목명: 비비고 국 탕 찌개 10종, 1세트, 500g",210410,210410,True,True,True
"품목명: 페페브루노 베이크드빈스 인 토마토 소스 420g, 1개",210320,200551,False,False,False
"품목명: 농심 사천 짜파게티 봉지, 8개",210390,190230,False,False,False
"품목명: 에스앤비 골든카레 매운맛, 220g, 3개",210390,210390,True,True,True
"품목명: 양반 전복죽, 287.5g, 10개",110630,210410,False,False,False
"품목명: 신라면 건면 97g, 20개",190230,190230,True,True,True
"품목명: 동원참치 살코기 + 고추참치 세트, 1세트",030349,160414,False,False,False
"품목명: 리오마레 올리브오일 참치, 80g, 3개",150420,160420,False,False,False
"품목명: 외갓집 1978 고기곰탕 (냉동), 500g, 4개",020649,160210,False,False,False
"품목명: 더미식 소고기미역국, 350g, 3개",210410,160250,False,False,False
"품목명: 오뚜기 짜장 깊고 풍부한맛 과립형, 1kg, 1개",210390,210410,True,False,False
"품목명: 비비고 장보기 상온 두부듬뿍 된장찌개 460g, 4개",210390,210410,True,False,False
"품목명: 복음자리 과일 99% 딸기 듬뿍 생생과일잼, 380g, 1개",200880,200799,True,False,False
"품목명: 백종원의 본가 스지 도가니탕, 700g, 5개",210410,160210,False,False,False
"품목명: 오뚜기 아임스틱 딸기잼, 20g, 50개",200880,200799,True,False,False
"품목명: 스키피 땅콩버터 크리미, 462g, 1개",200811,200811,True,True,True
"품목명: 양반 야채죽, 287.5g, 6개",200490,190190,False,False,False
"품목명: 오마뎅 진짜 부산 떡볶이 (냉동), 322g, 2개",160540,190230,False,False,False
"품목명: 농심 누들핏짜파구리맛41.5g, 8개",190230,190230,True,True,True
"품목명: 펠리체티 유기농 통밀 푸질리, 500g, 1개",190219,190219,True,True,True
"품목명: 오뚜기 큰밥, 300g, 18개",190230,190590,True,False,False
"품목명: 디벨라토마토퓨레 680G/이탈리아, 680g, 1개",200290,200290,True,True,True
"품목명: 국내산 경성당 황동판 현미누룽지 1.5kg, 1개",050210,190410,False,False,False
"품목명: 삼원가든 뼈없는갈비탕, 700g, 2팩",020120,160210,False,False,False
"품목명: 오뚜기 중국식 18mm 넓은당면 300g, 1개",190219,190230,True,True,False
"품목명: 오뚜기 김치라면, 20개",190230,190230,True,True,True
"품목명: 참좋은식품 가마솥의 구수한 별미 누룽지, 200g, 10개",110630,190410,False,False,False
"품목명: 아워홈 담백한 소고기미역국, 300g, 5개",160250,210410,False,False,False
"품목명: 햇반 현미쌀밥, 210g, 36개",100620,190410,False,False,False
"품목명: 라이브잇 샘표 김치찌개전용 꽁치 통조림, 400g, 2개",160419,160420,True,True,False
"품목명: 샘표 쌀소면 400g, 1개",100640,190230,False,False,False
"품목명: 햇반 100% 현미로 지은밥, 130g, 6개",100620,190410,False,False,False
"품목명: 신라면 툼바 32p 137g, 8개",190230,190230,True,True,True
"품목명: 샘표 우리엄마 반찬 매콤한 깻잎, 70g, 3개",210390,200599,False,False,False
"품목명: 안단 피넛버터 크리미 100%, 400g, 1개",200811,200811,True,True,True
"품목명: 비소뉴 크런치 땅콩버터, 500g, 1개",200811,200811,True,True,True
"품목명: 우리쌀양송이수프 60g, 2개",210410,210410,True,True,True
"품목명: 프레시지 우리쌀밥 즉석밥 백미, 210g, 36개",190590,190490,True,False,False
"품목명: 앤쿡 어린이 한우 사골 곰국 (냉동), 200g, 8개",020760,160250,False,False,False
"품목명: 보노 포르치니 버섯 스프, 54g, 4개",200390,210410,False,False,False
"품목명: 하오하오 핑크 라면 77g, 30개",190230,190230,True,True,True
"품목명: 청정원 아라비아따 스파게티 소스, 2개, 600g",210120,210390,True,False,False
"품목명: 팔도 진국설렁탕면 100g 32봉, 8개",190230,190230,True,True,True
"품목명: 햇반 현미밥, 130g, 36개",100620,190410,False,False,False
품목명: [간단한 요리 즉석식품] 비비고 소고기 미역국 500g 3개 먹기편한 간편한아침식사 혼밥족 간편식 캠핑요리,210410,210410,True,True,True
"품목명: 두끼 즉석 떡볶이 (냉동), 560g, 2개",110630,1902301000,False,False,False
"품목명: 식자재 식재료 도매) 번데기캔(유동 130g) x4개 _ 228229EA, 130g, 4개",210690,160510,False,False,False
"품목명: 농심 사리면 110g, 30개",110630,19023000,False,False,False
품목명: 밥에는 뚝심 목우촌 뚝심 200g*3입 8개,160559,190410,False,False,False
"품목명: 복음자리 사과잼 620g, 1개",200799,200799,True,True,True
"품목명: 고메 중화짬뽕 2인분 (냉동), 652g, 2개",210390,210410,True,False,False
"품목명: 왕뚜껑 짬뽕 110g, 18개",210390,190230,False,False,False
"품목명: 카야하우스 롱고바르디 토마토홀, 400g, 2개",071190,200290,False,False,False
"품목명: 라세빌라나 블랙올리브, 370g, 3개",200570,200570,True,True,True
"품목명: 더미식 오징어라면 130g, 4개",160554,190230,False,False,False
"품목명: 동원 살코기참치85g 6입+고추참치85g 6입, 85g, 12개",030349,160414,False,False,False
"품목명: 백설 제일제면소 소면, 900g, 1개",110630,190230,False,False,False
"품목명: 비비고 갈비탕, 400g, 4개",210410,160210,False,False,False
"품목명: 오뚜기 간편 미역국 47.5g, 2개",190230,210410,False,False,False
"품목명: 오모가리 수제 김치찌개 (냉동), 500g, 2개",200599,210410,False,False,False
"품목명: 롯데 가나초콜릿 34g x 15개입 1통 밀크초콜릿, 15개",180632,180632,True,True,True
"품목명: 햇반컵반 컵밥세트 4종 12개 (철판제육3+스팸김치3+직화불고기3+김치날치알3), 1세트, 251g",821520,190230,False,False,False
"품목명: 루클리에 농심 배홍동 비빔면, 8개",210390,190230,False,False,False
"품목명: 더미식 장인라면 얼큰한맛 116g x 8개, 4개",190230,1902301000,True,True,False
